difficulty,op,bucket,nearest_pi_fraction,count
easy,rx,numeric_loose_pi_fraction,-3/4,16
easy,rx,numeric_loose_pi_fraction,-3/5,10
easy,rx,numeric_loose_pi_fraction,-3/7,2
easy,rx,numeric_loose_pi_fraction,-3/8,9
easy,rx,numeric_loose_pi_fraction,-4/11,5
easy,rx,numeric_loose_pi_fraction,-4/13,12
easy,rx,numeric_loose_pi_fraction,-4/15,4
easy,rx,numeric_loose_pi_fraction,-4/5,6
easy,rx,numeric_loose_pi_fraction,-4/7,6
easy,rx,numeric_loose_pi_fraction,-4/9,4
easy,rx,numeric_loose_pi_fraction,-5/11,7
easy,rx,numeric_loose_pi_fraction,-5/12,8
easy,rx,numeric_loose_pi_fraction,-5/13,13
easy,rx,numeric_loose_pi_fraction,-5/14,4
easy,rx,numeric_loose_pi_fraction,-5/16,7
easy,rx,numeric_loose_pi_fraction,-5/6,9
easy,rx,numeric_loose_pi_fraction,-5/7,11
easy,rx,numeric_loose_pi_fraction,-5/8,10
easy,rx,numeric_loose_pi_fraction,-5/9,3
easy,rx,numeric_loose_pi_fraction,-6/11,6
easy,rx,numeric_loose_pi_fraction,-6/13,3
easy,rx,numeric_loose_pi_fraction,-6/7,5
easy,rx,numeric_loose_pi_fraction,-7/10,8
easy,rx,numeric_loose_pi_fraction,-7/11,4
easy,rx,numeric_loose_pi_fraction,-7/12,5
easy,rx,numeric_loose_pi_fraction,-7/13,2
easy,rx,numeric_loose_pi_fraction,-7/15,10
easy,rx,numeric_loose_pi_fraction,-7/16,11
easy,rx,numeric_loose_pi_fraction,-7/8,3
easy,rx,numeric_loose_pi_fraction,-7/9,6
easy,rx,numeric_loose_pi_fraction,-8/11,3
easy,rx,numeric_loose_pi_fraction,-8/13,11
easy,rx,numeric_loose_pi_fraction,-8/15,15
easy,rx,numeric_loose_pi_fraction,-8/9,6
easy,rx,numeric_loose_pi_fraction,-9/10,3
easy,rx,numeric_loose_pi_fraction,-9/11,5
easy,rx,numeric_loose_pi_fraction,-9/13,12
easy,rx,numeric_loose_pi_fraction,-9/14,7
easy,rx,numeric_loose_pi_fraction,-9/16,9
easy,rx,numeric_loose_pi_fraction,0,59
easy,rx,numeric_loose_pi_fraction,1,43
easy,rx,numeric_loose_pi_fraction,1/10,13
easy,rx,numeric_loose_pi_fraction,1/11,9
easy,rx,numeric_loose_pi_fraction,1/12,2
easy,rx,numeric_loose_pi_fraction,1/13,5
easy,rx,numeric_loose_pi_fraction,1/14,3
easy,rx,numeric_loose_pi_fraction,1/15,3
easy,rx,numeric_loose_pi_fraction,1/16,16
easy,rx,numeric_loose_pi_fraction,1/2,114
easy,rx,numeric_loose_pi_fraction,1/3,30
easy,rx,numeric_loose_pi_fraction,1/4,35
easy,rx,numeric_loose_pi_fraction,1/5,12
easy,rx,numeric_loose_pi_fraction,1/6,16
easy,rx,numeric_loose_pi_fraction,1/7,9
easy,rx,numeric_loose_pi_fraction,1/8,8
easy,rx,numeric_loose_pi_fraction,1/9,12
easy,rx,numeric_loose_pi_fraction,10/11,9
easy,rx,numeric_loose_pi_fraction,10/13,14
easy,rx,numeric_loose_pi_fraction,11/12,4
easy,rx,numeric_loose_pi_fraction,11/13,9
easy,rx,numeric_loose_pi_fraction,11/14,11
easy,rx,numeric_loose_pi_fraction,11/15,8
easy,rx,numeric_loose_pi_fraction,11/16,12
easy,rx,numeric_loose_pi_fraction,12/11,1
easy,rx,numeric_loose_pi_fraction,12/13,1
easy,rx,numeric_loose_pi_fraction,13/14,5
easy,rx,numeric_loose_pi_fraction,13/15,1
easy,rx,numeric_loose_pi_fraction,13/16,9
easy,rx,numeric_loose_pi_fraction,14/15,4
easy,rx,numeric_loose_pi_fraction,15/16,6
easy,rx,numeric_loose_pi_fraction,2/11,6
easy,rx,numeric_loose_pi_fraction,2/13,13
easy,rx,numeric_loose_pi_fraction,2/15,5
easy,rx,numeric_loose_pi_fraction,2/3,34
easy,rx,numeric_loose_pi_fraction,2/5,25
easy,rx,numeric_loose_pi_fraction,2/7,10
easy,rx,numeric_loose_pi_fraction,2/9,10
easy,rx,numeric_loose_pi_fraction,3/10,11
easy,rx,numeric_loose_pi_fraction,3/11,6
easy,rx,numeric_loose_pi_fraction,3/13,21
easy,rx,numeric_loose_pi_fraction,3/14,13
easy,rx,numeric_loose_pi_fraction,3/16,5
easy,rx,numeric_loose_pi_fraction,3/4,24
easy,rx,numeric_loose_pi_fraction,3/5,14
easy,rx,numeric_loose_pi_fraction,3/7,13
easy,rx,numeric_loose_pi_fraction,3/8,7
easy,rx,numeric_loose_pi_fraction,4/11,13
easy,rx,numeric_loose_pi_fraction,4/13,14
easy,rx,numeric_loose_pi_fraction,4/15,11
easy,rx,numeric_loose_pi_fraction,4/5,8
easy,rx,numeric_loose_pi_fraction,4/7,16
easy,rx,numeric_loose_pi_fraction,4/9,10
easy,rx,numeric_loose_pi_fraction,5/11,17
easy,rx,numeric_loose_pi_fraction,5/12,26
easy,rx,numeric_loose_pi_fraction,5/13,14
easy,rx,numeric_loose_pi_fraction,5/14,12
easy,rx,numeric_loose_pi_fraction,5/16,19
easy,rx,numeric_loose_pi_fraction,5/6,11
easy,rx,numeric_loose_pi_fraction,5/7,13
easy,rx,numeric_loose_pi_fraction,5/8,15
easy,rx,numeric_loose_pi_fraction,5/9,13
easy,rx,numeric_loose_pi_fraction,6/11,16
easy,rx,numeric_loose_pi_fraction,6/13,13
easy,rx,numeric_loose_pi_fraction,6/7,5
easy,rx,numeric_loose_pi_fraction,7/10,15
easy,rx,numeric_loose_pi_fraction,7/11,4
easy,rx,numeric_loose_pi_fraction,7/12,26
easy,rx,numeric_loose_pi_fraction,7/13,4
easy,rx,numeric_loose_pi_fraction,7/15,32
easy,rx,numeric_loose_pi_fraction,7/16,6
easy,rx,numeric_loose_pi_fraction,7/8,9
easy,rx,numeric_loose_pi_fraction,7/9,14
easy,rx,numeric_loose_pi_fraction,8/11,12
easy,rx,numeric_loose_pi_fraction,8/13,14
easy,rx,numeric_loose_pi_fraction,8/15,17
easy,rx,numeric_loose_pi_fraction,8/9,7
easy,rx,numeric_loose_pi_fraction,9/10,3
easy,rx,numeric_loose_pi_fraction,9/11,8
easy,rx,numeric_loose_pi_fraction,9/13,16
easy,rx,numeric_loose_pi_fraction,9/14,15
easy,rx,numeric_loose_pi_fraction,9/16,9
easy,rx,numeric_noisy_non_fraction,-1,25
easy,rx,numeric_noisy_non_fraction,-1/16,18
easy,rx,numeric_noisy_non_fraction,-1/2,18
easy,rx,numeric_noisy_non_fraction,-1/3,2
easy,rx,numeric_noisy_non_fraction,-11/16,1
easy,rx,numeric_noisy_non_fraction,-15/16,15
easy,rx,numeric_noisy_non_fraction,-17/16,1
easy,rx,numeric_noisy_non_fraction,-5/14,2
easy,rx,numeric_noisy_non_fraction,-5/16,1
easy,rx,numeric_noisy_non_fraction,-7/15,7
easy,rx,numeric_noisy_non_fraction,-8/15,4
easy,rx,numeric_noisy_non_fraction,-9/14,2
easy,rx,numeric_noisy_non_fraction,0,50
easy,rx,numeric_noisy_non_fraction,1,34
easy,rx,numeric_noisy_non_fraction,1/16,34
easy,rx,numeric_noisy_non_fraction,1/2,36
easy,rx,numeric_noisy_non_fraction,1/3,1
easy,rx,numeric_noisy_non_fraction,11/16,2
easy,rx,numeric_noisy_non_fraction,15/16,19
easy,rx,numeric_noisy_non_fraction,2/3,4
easy,rx,numeric_noisy_non_fraction,5/14,3
easy,rx,numeric_noisy_non_fraction,7/15,17
easy,rx,numeric_noisy_non_fraction,8/15,14
easy,rx,numeric_very_close_pi_fraction,-1/2,329
easy,rx,numeric_very_close_pi_fraction,-1/4,150
easy,rx,numeric_very_close_pi_fraction,-3/4,82
easy,rx,numeric_very_close_pi_fraction,0,3
easy,rx,numeric_very_close_pi_fraction,1,1
easy,rx,numeric_very_close_pi_fraction,1/2,552
easy,rx,numeric_very_close_pi_fraction,1/3,3
easy,rx,numeric_very_close_pi_fraction,1/4,171
easy,rx,numeric_very_close_pi_fraction,1/6,1
easy,rx,numeric_very_close_pi_fraction,2/3,4
easy,rx,numeric_very_close_pi_fraction,3/4,100
easy,rx,symbolic_pi_expr,-1/2,277
easy,rx,symbolic_pi_expr,-1/3,1
easy,rx,symbolic_pi_expr,-1/4,91
easy,rx,symbolic_pi_expr,-3/4,44
easy,rx,symbolic_pi_expr,1,73
easy,rx,symbolic_pi_expr,1/2,657
easy,rx,symbolic_pi_expr,1/4,85
easy,rx,symbolic_pi_expr,3/4,54
easy,rz,numeric_close_pi_fraction,-1,1
easy,rz,numeric_close_pi_fraction,-1/12,1
easy,rz,numeric_close_pi_fraction,-1/2,32
easy,rz,numeric_close_pi_fraction,-1/4,17
easy,rz,numeric_close_pi_fraction,-1/9,2
easy,rz,numeric_close_pi_fraction,-11/16,1
easy,rz,numeric_close_pi_fraction,-14/15,1
easy,rz,numeric_close_pi_fraction,-3/10,1
easy,rz,numeric_close_pi_fraction,-3/13,1
easy,rz,numeric_close_pi_fraction,-3/4,9
easy,rz,numeric_close_pi_fraction,-3/5,1
easy,rz,numeric_close_pi_fraction,-3/7,1
easy,rz,numeric_close_pi_fraction,-5/4,1
easy,rz,numeric_close_pi_fraction,-5/6,1
easy,rz,numeric_close_pi_fraction,-5/7,1
easy,rz,numeric_close_pi_fraction,-6/11,1
easy,rz,numeric_close_pi_fraction,-6/7,1
easy,rz,numeric_close_pi_fraction,-7/8,2
easy,rz,numeric_close_pi_fraction,0,5
easy,rz,numeric_close_pi_fraction,1,3
easy,rz,numeric_close_pi_fraction,1/13,1
easy,rz,numeric_close_pi_fraction,1/2,40
easy,rz,numeric_close_pi_fraction,1/3,1
easy,rz,numeric_close_pi_fraction,1/4,28
easy,rz,numeric_close_pi_fraction,1/9,1
easy,rz,numeric_close_pi_fraction,10/13,1
easy,rz,numeric_close_pi_fraction,14/15,1
easy,rz,numeric_close_pi_fraction,2/11,1
easy,rz,numeric_close_pi_fraction,2/13,1
easy,rz,numeric_close_pi_fraction,2/3,1
easy,rz,numeric_close_pi_fraction,2/5,1
easy,rz,numeric_close_pi_fraction,2/7,1
easy,rz,numeric_close_pi_fraction,3/13,1
easy,rz,numeric_close_pi_fraction,3/16,1
easy,rz,numeric_close_pi_fraction,3/4,9
easy,rz,numeric_close_pi_fraction,3/7,1
easy,rz,numeric_close_pi_fraction,5/13,1
easy,rz,numeric_close_pi_fraction,7/10,1
easy,rz,numeric_close_pi_fraction,7/16,1
easy,rz,numeric_close_pi_fraction,8/11,2
easy,rz,numeric_close_pi_fraction,8/15,1
easy,rz,numeric_close_pi_fraction,9/14,1
easy,rz,numeric_exact_pi_fraction,-1/2,42
easy,rz,numeric_exact_pi_fraction,-1/4,17
easy,rz,numeric_exact_pi_fraction,-3/4,6
easy,rz,numeric_exact_pi_fraction,1/2,54
easy,rz,numeric_exact_pi_fraction,1/4,18
easy,rz,numeric_exact_pi_fraction,2/3,1
easy,rz,numeric_exact_pi_fraction,3/4,7
easy,rz,numeric_loose_pi_fraction,-1,30
easy,rz,numeric_loose_pi_fraction,-1/10,6
easy,rz,numeric_loose_pi_fraction,-1/11,5
easy,rz,numeric_loose_pi_fraction,-1/12,3
easy,rz,numeric_loose_pi_fraction,-1/13,4
easy,rz,numeric_loose_pi_fraction,-1/14,3
easy,rz,numeric_loose_pi_fraction,-1/15,4
easy,rz,numeric_loose_pi_fraction,-1/16,9
easy,rz,numeric_loose_pi_fraction,-1/2,66
easy,rz,numeric_loose_pi_fraction,-1/3,13
easy,rz,numeric_loose_pi_fraction,-1/4,19
easy,rz,numeric_loose_pi_fraction,-1/5,16
easy,rz,numeric_loose_pi_fraction,-1/6,11
easy,rz,numeric_loose_pi_fraction,-1/7,7
easy,rz,numeric_loose_pi_fraction,-1/8,9
easy,rz,numeric_loose_pi_fraction,-1/9,6
easy,rz,numeric_loose_pi_fraction,-10/11,1
easy,rz,numeric_loose_pi_fraction,-10/13,8
easy,rz,numeric_loose_pi_fraction,-11/12,1
easy,rz,numeric_loose_pi_fraction,-11/13,7
easy,rz,numeric_loose_pi_fraction,-11/14,12
easy,rz,numeric_loose_pi_fraction,-11/15,8
easy,rz,numeric_loose_pi_fraction,-11/16,11
easy,rz,numeric_loose_pi_fraction,-12/13,1
easy,rz,numeric_loose_pi_fraction,-13/11,1
easy,rz,numeric_loose_pi_fraction,-13/14,3
easy,rz,numeric_loose_pi_fraction,-13/15,7
easy,rz,numeric_loose_pi_fraction,-13/16,6
easy,rz,numeric_loose_pi_fraction,-14/15,4
easy,rz,numeric_loose_pi_fraction,-15/16,6
easy,rz,numeric_loose_pi_fraction,-2/11,6
easy,rz,numeric_loose_pi_fraction,-2/13,13
easy,rz,numeric_loose_pi_fraction,-2/15,7
easy,rz,numeric_loose_pi_fraction,-2/3,14
easy,rz,numeric_loose_pi_fraction,-2/5,14
easy,rz,numeric_loose_pi_fraction,-2/7,12
easy,rz,numeric_loose_pi_fraction,-2/9,5
easy,rz,numeric_loose_pi_fraction,-3/10,14
easy,rz,numeric_loose_pi_fraction,-3/11,8
easy,rz,numeric_loose_pi_fraction,-3/13,16
easy,rz,numeric_loose_pi_fraction,-3/14,10
easy,rz,numeric_loose_pi_fraction,-3/16,5
easy,rz,numeric_loose_pi_fraction,-3/4,19
easy,rz,numeric_loose_pi_fraction,-3/5,10
easy,rz,numeric_loose_pi_fraction,-3/7,12
easy,rz,numeric_loose_pi_fraction,-3/8,9
easy,rz,numeric_loose_pi_fraction,-4/11,7
easy,rz,numeric_loose_pi_fraction,-4/13,10
easy,rz,numeric_loose_pi_fraction,-4/15,8
easy,rz,numeric_loose_pi_fraction,-4/5,12
easy,rz,numeric_loose_pi_fraction,-4/7,10
easy,rz,numeric_loose_pi_fraction,-4/9,9
easy,rz,numeric_loose_pi_fraction,-5/11,9
easy,rz,numeric_loose_pi_fraction,-5/12,14
easy,rz,numeric_loose_pi_fraction,-5/13,11
easy,rz,numeric_loose_pi_fraction,-5/14,9
easy,rz,numeric_loose_pi_fraction,-5/16,7
easy,rz,numeric_loose_pi_fraction,-5/6,2
easy,rz,numeric_loose_pi_fraction,-5/7,8
easy,rz,numeric_loose_pi_fraction,-5/8,4
easy,rz,numeric_loose_pi_fraction,-5/9,7
easy,rz,numeric_loose_pi_fraction,-6/11,8
easy,rz,numeric_loose_pi_fraction,-6/13,5
easy,rz,numeric_loose_pi_fraction,-6/7,3
easy,rz,numeric_loose_pi_fraction,-7/10,5
easy,rz,numeric_loose_pi_fraction,-7/11,6
easy,rz,numeric_loose_pi_fraction,-7/12,19
easy,rz,numeric_loose_pi_fraction,-7/13,5
easy,rz,numeric_loose_pi_fraction,-7/15,17
easy,rz,numeric_loose_pi_fraction,-7/16,6
easy,rz,numeric_loose_pi_fraction,-7/8,5
easy,rz,numeric_loose_pi_fraction,-7/9,5
easy,rz,numeric_loose_pi_fraction,-8/11,5
easy,rz,numeric_loose_pi_fraction,-8/13,10
easy,rz,numeric_loose_pi_fraction,-8/15,18
easy,rz,numeric_loose_pi_fraction,-8/9,12
easy,rz,numeric_loose_pi_fraction,-9/10,4
easy,rz,numeric_loose_pi_fraction,-9/11,2
easy,rz,numeric_loose_pi_fraction,-9/13,9
easy,rz,numeric_loose_pi_fraction,-9/14,8
easy,rz,numeric_loose_pi_fraction,-9/16,4
easy,rz,numeric_loose_pi_fraction,0,104
easy,rz,numeric_loose_pi_fraction,1,34
easy,rz,numeric_loose_pi_fraction,1/10,9
easy,rz,numeric_loose_pi_fraction,1/11,11
easy,rz,numeric_loose_pi_fraction,1/12,10
easy,rz,numeric_loose_pi_fraction,1/13,5
easy,rz,numeric_loose_pi_fraction,1/14,4
easy,rz,numeric_loose_pi_fraction,1/15,4
easy,rz,numeric_loose_pi_fraction,1/16,8
easy,rz,numeric_loose_pi_fraction,1/2,105
easy,rz,numeric_loose_pi_fraction,1/3,20
easy,rz,numeric_loose_pi_fraction,1/4,33
easy,rz,numeric_loose_pi_fraction,1/5,13
easy,rz,numeric_loose_pi_fraction,1/6,15
easy,rz,numeric_loose_pi_fraction,1/7,8
easy,rz,numeric_loose_pi_fraction,1/8,11
easy,rz,numeric_loose_pi_fraction,1/9,19
easy,rz,numeric_loose_pi_fraction,10/11,6
easy,rz,numeric_loose_pi_fraction,10/13,10
easy,rz,numeric_loose_pi_fraction,11/12,12
easy,rz,numeric_loose_pi_fraction,11/13,5
easy,rz,numeric_loose_pi_fraction,11/14,5
easy,rz,numeric_loose_pi_fraction,11/15,10
easy,rz,numeric_loose_pi_fraction,11/16,10
easy,rz,numeric_loose_pi_fraction,12/13,4
easy,rz,numeric_loose_pi_fraction,13/14,5
easy,rz,numeric_loose_pi_fraction,13/15,9
easy,rz,numeric_loose_pi_fraction,13/16,6
easy,rz,numeric_loose_pi_fraction,14/15,2
easy,rz,numeric_loose_pi_fraction,15/16,8
easy,rz,numeric_loose_pi_fraction,2/11,9
easy,rz,numeric_loose_pi_fraction,2/13,8
easy,rz,numeric_loose_pi_fraction,2/15,13
easy,rz,numeric_loose_pi_fraction,2/3,24
easy,rz,numeric_loose_pi_fraction,2/5,23
easy,rz,numeric_loose_pi_fraction,2/7,17
easy,rz,numeric_loose_pi_fraction,2/9,12
easy,rz,numeric_loose_pi_fraction,3/10,12
easy,rz,numeric_loose_pi_fraction,3/11,8
easy,rz,numeric_loose_pi_fraction,3/13,19
easy,rz,numeric_loose_pi_fraction,3/14,12
easy,rz,numeric_loose_pi_fraction,3/16,9
easy,rz,numeric_loose_pi_fraction,3/4,22
easy,rz,numeric_loose_pi_fraction,3/5,10
easy,rz,numeric_loose_pi_fraction,3/7,15
easy,rz,numeric_loose_pi_fraction,3/8,7
easy,rz,numeric_loose_pi_fraction,4/11,10
easy,rz,numeric_loose_pi_fraction,4/13,7
easy,rz,numeric_loose_pi_fraction,4/15,14
easy,rz,numeric_loose_pi_fraction,4/5,11
easy,rz,numeric_loose_pi_fraction,4/7,15
easy,rz,numeric_loose_pi_fraction,4/9,9
easy,rz,numeric_loose_pi_fraction,5/11,14
easy,rz,numeric_loose_pi_fraction,5/12,20
easy,rz,numeric_loose_pi_fraction,5/13,13
easy,rz,numeric_loose_pi_fraction,5/14,15
easy,rz,numeric_loose_pi_fraction,5/16,12
easy,rz,numeric_loose_pi_fraction,5/6,5
easy,rz,numeric_loose_pi_fraction,5/7,9
easy,rz,numeric_loose_pi_fraction,5/8,10
easy,rz,numeric_loose_pi_fraction,5/9,9
easy,rz,numeric_loose_pi_fraction,6/11,2
easy,rz,numeric_loose_pi_fraction,6/13,8
easy,rz,numeric_loose_pi_fraction,6/7,6
easy,rz,numeric_loose_pi_fraction,7/10,11
easy,rz,numeric_loose_pi_fraction,7/11,12
easy,rz,numeric_loose_pi_fraction,7/12,23
easy,rz,numeric_loose_pi_fraction,7/13,12
easy,rz,numeric_loose_pi_fraction,7/15,25
easy,rz,numeric_loose_pi_fraction,7/16,13
easy,rz,numeric_loose_pi_fraction,7/8,6
easy,rz,numeric_loose_pi_fraction,7/9,6
easy,rz,numeric_loose_pi_fraction,8/11,6
easy,rz,numeric_loose_pi_fraction,8/13,13
easy,rz,numeric_loose_pi_fraction,8/15,22
easy,rz,numeric_loose_pi_fraction,8/7,1
easy,rz,numeric_loose_pi_fraction,8/9,4
easy,rz,numeric_loose_pi_fraction,9/10,5
easy,rz,numeric_loose_pi_fraction,9/11,4
easy,rz,numeric_loose_pi_fraction,9/13,6
easy,rz,numeric_loose_pi_fraction,9/14,12
easy,rz,numeric_loose_pi_fraction,9/16,8
easy,rz,numeric_noisy_non_fraction,-1,13
easy,rz,numeric_noisy_non_fraction,-1/16,30
easy,rz,numeric_noisy_non_fraction,-1/2,27
easy,rz,numeric_noisy_non_fraction,-1/3,2
easy,rz,numeric_noisy_non_fraction,-11/16,1
easy,rz,numeric_noisy_non_fraction,-15/16,24
easy,rz,numeric_noisy_non_fraction,-17/16,1
easy,rz,numeric_noisy_non_fraction,-2,1
easy,rz,numeric_noisy_non_fraction,-2/3,2
easy,rz,numeric_noisy_non_fraction,-5/16,1
easy,rz,numeric_noisy_non_fraction,-7/15,11
easy,rz,numeric_noisy_non_fraction,-8/15,13
easy,rz,numeric_noisy_non_fraction,0,92
easy,rz,numeric_noisy_non_fraction,1,22
easy,rz,numeric_noisy_non_fraction,1/16,28
easy,rz,numeric_noisy_non_fraction,1/2,40
easy,rz,numeric_noisy_non_fraction,1/3,1
easy,rz,numeric_noisy_non_fraction,15/16,19
easy,rz,numeric_noisy_non_fraction,2/3,2
easy,rz,numeric_noisy_non_fraction,5/14,4
easy,rz,numeric_noisy_non_fraction,5/16,1
easy,rz,numeric_noisy_non_fraction,7/15,14
easy,rz,numeric_noisy_non_fraction,8/15,14
easy,rz,numeric_noisy_non_fraction,9/14,1
easy,rz,numeric_very_close_pi_fraction,-1/2,363
easy,rz,numeric_very_close_pi_fraction,-1/4,219
easy,rz,numeric_very_close_pi_fraction,-2/3,1
easy,rz,numeric_very_close_pi_fraction,-3/2,1
easy,rz,numeric_very_close_pi_fraction,-3/4,110
easy,rz,numeric_very_close_pi_fraction,0,4
easy,rz,numeric_very_close_pi_fraction,1,1
easy,rz,numeric_very_close_pi_fraction,1/2,567
easy,rz,numeric_very_close_pi_fraction,1/3,7
easy,rz,numeric_very_close_pi_fraction,1/4,224
easy,rz,numeric_very_close_pi_fraction,2/3,6
easy,rz,numeric_very_close_pi_fraction,3/4,108
easy,rz,numeric_very_close_pi_fraction,5/8,1
easy,rz,symbolic_pi_expr,-1/2,490
easy,rz,symbolic_pi_expr,-1/4,98
easy,rz,symbolic_pi_expr,-3/4,61
easy,rz,symbolic_pi_expr,1,107
easy,rz,symbolic_pi_expr,1/2,502
easy,rz,symbolic_pi_expr,1/3,3
easy,rz,symbolic_pi_expr,1/4,95
easy,rz,symbolic_pi_expr,3/4,52
moderate,rx,numeric_close_pi_fraction,-1/14,1
moderate,rx,numeric_close_pi_fraction,-1/2,18
moderate,rx,numeric_close_pi_fraction,-1/4,4
moderate,rx,numeric_close_pi_fraction,-3/4,6
moderate,rx,numeric_close_pi_fraction,-4/15,1
moderate,rx,numeric_close_pi_fraction,-7/11,1
moderate,rx,numeric_close_pi_fraction,-7/13,1
moderate,rx,numeric_close_pi_fraction,-9/13,1
moderate,rx,numeric_close_pi_fraction,0,3
moderate,rx,numeric_close_pi_fraction,1/15,1
moderate,rx,numeric_close_pi_fraction,1/2,18
moderate,rx,numeric_close_pi_fraction,1/3,1
moderate,rx,numeric_close_pi_fraction,1/4,4
moderate,rx,numeric_close_pi_fraction,2/3,1
moderate,rx,numeric_close_pi_fraction,3/4,2
moderate,rx,numeric_close_pi_fraction,4/9,1
moderate,rx,numeric_close_pi_fraction,9/13,1
moderate,rx,numeric_exact_pi_fraction,-1/2,36
moderate,rx,numeric_exact_pi_fraction,-1/4,10
moderate,rx,numeric_exact_pi_fraction,-3/4,5
moderate,rx,numeric_exact_pi_fraction,-5/4,1
moderate,rx,numeric_exact_pi_fraction,1/2,36
moderate,rx,numeric_exact_pi_fraction,1/4,13
moderate,rx,numeric_exact_pi_fraction,3/4,4
moderate,rx,numeric_loose_pi_fraction,-1,11
moderate,rx,numeric_loose_pi_fraction,-1/10,3
moderate,rx,numeric_loose_pi_fraction,-1/11,1
moderate,rx,numeric_loose_pi_fraction,-1/13,1
moderate,rx,numeric_loose_pi_fraction,-1/14,2
moderate,rx,numeric_loose_pi_fraction,-1/15,2
moderate,rx,numeric_loose_pi_fraction,-1/16,4
moderate,rx,numeric_loose_pi_fraction,-1/2,34
moderate,rx,numeric_loose_pi_fraction,-1/3,6
moderate,rx,numeric_loose_pi_fraction,-1/4,11
moderate,rx,numeric_loose_pi_fraction,-1/5,4
moderate,rx,numeric_loose_pi_fraction,-1/6,2
moderate,rx,numeric_loose_pi_fraction,-1/7,5
moderate,rx,numeric_loose_pi_fraction,-1/8,4
moderate,rx,numeric_loose_pi_fraction,-1/9,5
moderate,rx,numeric_loose_pi_fraction,-10/11,1
moderate,rx,numeric_loose_pi_fraction,-10/13,4
moderate,rx,numeric_loose_pi_fraction,-11/12,2
moderate,rx,numeric_loose_pi_fraction,-11/13,5
moderate,rx,numeric_loose_pi_fraction,-11/14,4
moderate,rx,numeric_loose_pi_fraction,-11/15,4
moderate,rx,numeric_loose_pi_fraction,-11/16,6
moderate,rx,numeric_loose_pi_fraction,-12/13,2
moderate,rx,numeric_loose_pi_fraction,-13/14,2
moderate,rx,numeric_loose_pi_fraction,-13/15,2
moderate,rx,numeric_loose_pi_fraction,-13/16,3
moderate,rx,numeric_loose_pi_fraction,-14/15,5
moderate,rx,numeric_loose_pi_fraction,-15/16,4
moderate,rx,numeric_loose_pi_fraction,-2/11,3
moderate,rx,numeric_loose_pi_fraction,-2/13,6
moderate,rx,numeric_loose_pi_fraction,-2/15,7
moderate,rx,numeric_loose_pi_fraction,-2/3,7
moderate,rx,numeric_loose_pi_fraction,-2/5,5
moderate,rx,numeric_loose_pi_fraction,-2/7,4
moderate,rx,numeric_loose_pi_fraction,-2/9,3
moderate,rx,numeric_loose_pi_fraction,-3/10,5
moderate,rx,numeric_loose_pi_fraction,-3/11,6
moderate,rx,numeric_loose_pi_fraction,-3/13,8
moderate,rx,numeric_loose_pi_fraction,-3/14,1
moderate,rx,numeric_loose_pi_fraction,-3/16,2
moderate,rx,numeric_loose_pi_fraction,-3/4,16
moderate,rx,numeric_loose_pi_fraction,-3/5,4
moderate,rx,numeric_loose_pi_fraction,-3/7,8
moderate,rx,numeric_loose_pi_fraction,-3/8,3
moderate,rx,numeric_loose_pi_fraction,-4/11,5
moderate,rx,numeric_loose_pi_fraction,-4/13,18
moderate,rx,numeric_loose_pi_fraction,-4/15,4
moderate,rx,numeric_loose_pi_fraction,-4/5,3
moderate,rx,numeric_loose_pi_fraction,-4/7,6
moderate,rx,numeric_loose_pi_fraction,-4/9,5
moderate,rx,numeric_loose_pi_fraction,-5/11,4
moderate,rx,numeric_loose_pi_fraction,-5/12,7
moderate,rx,numeric_loose_pi_fraction,-5/13,2
moderate,rx,numeric_loose_pi_fraction,-5/14,7
moderate,rx,numeric_loose_pi_fraction,-5/16,4
moderate,rx,numeric_loose_pi_fraction,-5/6,5
moderate,rx,numeric_loose_pi_fraction,-5/7,5
moderate,rx,numeric_loose_pi_fraction,-5/9,1
moderate,rx,numeric_loose_pi_fraction,-6/11,4
moderate,rx,numeric_loose_pi_fraction,-6/13,1
moderate,rx,numeric_loose_pi_fraction,-6/7,1
moderate,rx,numeric_loose_pi_fraction,-7/10,1
moderate,rx,numeric_loose_pi_fraction,-7/11,4
moderate,rx,numeric_loose_pi_fraction,-7/12,6
moderate,rx,numeric_loose_pi_fraction,-7/13,2
moderate,rx,numeric_loose_pi_fraction,-7/15,12
moderate,rx,numeric_loose_pi_fraction,-7/16,5
moderate,rx,numeric_loose_pi_fraction,-7/8,4
moderate,rx,numeric_loose_pi_fraction,-7/9,4
moderate,rx,numeric_loose_pi_fraction,-8/11,4
moderate,rx,numeric_loose_pi_fraction,-8/13,5
moderate,rx,numeric_loose_pi_fraction,-8/15,8
moderate,rx,numeric_loose_pi_fraction,-8/9,4
moderate,rx,numeric_loose_pi_fraction,-9/10,1
moderate,rx,numeric_loose_pi_fraction,-9/11,5
moderate,rx,numeric_loose_pi_fraction,-9/13,18
moderate,rx,numeric_loose_pi_fraction,-9/14,8
moderate,rx,numeric_loose_pi_fraction,-9/16,2
moderate,rx,numeric_loose_pi_fraction,0,33
moderate,rx,numeric_loose_pi_fraction,1,18
moderate,rx,numeric_loose_pi_fraction,1/10,3
moderate,rx,numeric_loose_pi_fraction,1/11,3
moderate,rx,numeric_loose_pi_fraction,1/12,1
moderate,rx,numeric_loose_pi_fraction,1/13,3
