file_a,difficulty_a,file_b,difficulty_b,op_5gram_cosine
challenges/very easy/challenge-36_6.qasm,very easy,challenges/hard/challenge-56_38.qasm,hard,0.36169713
challenges/very easy/challenge-36_6.qasm,very easy,challenges/hard/challenge-56_39.qasm,hard,0.48940368
challenges/very easy/challenge-36_6.qasm,very easy,challenges/hard/challenge-64_40.qasm,hard,0.50356452
challenges/very easy/challenge-36_6.qasm,very easy,challenges/hard/challenge-64_41.qasm,hard,0.42858450
challenges/very easy/challenge-36_6.qasm,very easy,challenges/very_hard/challenge-48_42.qasm,very_hard,0.81568833
challenges/very easy/challenge-36_6.qasm,very easy,challenges/very_hard/challenge-56_43.qasm,very_hard,0.78309645
challenges/very easy/challenge-36_6.qasm,very easy,challenges/very_hard/challenge-64_44.qasm,very_hard,0.80140850
challenges/very easy/challenge-36_6.qasm,very easy,challenges/very_hard/challenge-72_45.qasm,very_hard,0.79798840
challenges/very easy/challenge-36_6.qasm,very easy,challenges/very_hard/challenge-80_46.qasm,very_hard,0.79737629
challenges/very easy/challenge-36_6.qasm,very easy,challenges/very_hard/challenge-88_47.qasm,very_hard,0.80424625
challenges/very easy/challenge-36_6.qasm,very easy,challenges/very_hard/challenge-96_48.qasm,very_hard,0.80085150
challenges/very easy/challenge-36_6.qasm,very easy,challenges/very_hard/challenge-104_49.qasm,very_hard,0.79044274
challenges/very easy/challenge-40_7.qasm,very easy,challenges/very easy/challenge-48_8.qasm,very easy,0.56776800
challenges/very easy/challenge-40_7.qasm,very easy,challenges/very easy/challenge-56_9.qasm,very easy,0.53245160
challenges/very easy/challenge-40_7.qasm,very easy,challenges/very easy/challenge-64_10.qasm,very easy,0.72638825
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-8_11.qasm,easy,0.38167441
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-16_12.qasm,easy,0.41079848
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-24_13.qasm,easy,0.55549733
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-32_14.qasm,easy,0.56425581
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-36_15.qasm,easy,0.61458710
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-40_16.qasm,easy,0.65356355
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-40_17.qasm,easy,0.57129368
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-40_18.qasm,easy,0.53461416
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-48_19.qasm,easy,0.61067940
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-48_20.qasm,easy,0.53332224
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-48_21.qasm,easy,0.47486818
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-56_22.qasm,easy,0.54214944
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-56_23.qasm,easy,0.62756221
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-56_24.qasm,easy,0.66834442
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-64_25.qasm,easy,0.59323397
challenges/very easy/challenge-40_7.qasm,very easy,challenges/easy/challenge-64_26.qasm,easy,0.61388730
challenges/very easy/challenge-40_7.qasm,very easy,challenges/moderate/challenge-8_27.qasm,moderate,0.49862667
challenges/very easy/challenge-40_7.qasm,very easy,challenges/moderate/challenge-16_28.qasm,moderate,0.42832623
challenges/very easy/challenge-40_7.qasm,very easy,challenges/moderate/challenge-24_29.qasm,moderate,0.58473638
challenges/very easy/challenge-40_7.qasm,very easy,challenges/moderate/challenge-32_30.qasm,moderate,0.58976999
challenges/very easy/challenge-40_7.qasm,very easy,challenges/moderate/challenge-48_31.qasm,moderate,0.62146447
challenges/very easy/challenge-40_7.qasm,very easy,challenges/moderate/challenge-48_32.qasm,moderate,0.58226951
challenges/very easy/challenge-40_7.qasm,very easy,challenges/moderate/challenge-56_33.qasm,moderate,0.51578879
challenges/very easy/challenge-40_7.qasm,very easy,challenges/moderate/challenge-64_34.qasm,moderate,0.65345705
challenges/very easy/challenge-40_7.qasm,very easy,challenges/hard/challenge-40_35.qasm,hard,0.64306867
challenges/very easy/challenge-40_7.qasm,very easy,challenges/hard/challenge-48_36.qasm,hard,0.58833241
challenges/very easy/challenge-40_7.qasm,very easy,challenges/hard/challenge-48_37.qasm,hard,0.60745390
challenges/very easy/challenge-40_7.qasm,very easy,challenges/hard/challenge-56_38.qasm,hard,0.36891589
challenges/very easy/challenge-40_7.qasm,very easy,challenges/hard/challenge-56_39.qasm,hard,0.51765791
challenges/very easy/challenge-40_7.qasm,very easy,challenges/hard/challenge-64_40.qasm,hard,0.63440311
challenges/very easy/challenge-40_7.qasm,very easy,challenges/hard/challenge-64_41.qasm,hard,0.41641649
challenges/very easy/challenge-40_7.qasm,very easy,challenges/very_hard/challenge-48_42.qasm,very_hard,0.57542701
challenges/very easy/challenge-40_7.qasm,very easy,challenges/very_hard/challenge-56_43.qasm,very_hard,0.47069535
challenges/very easy/challenge-40_7.qasm,very easy,challenges/very_hard/challenge-64_44.qasm,very_hard,0.61338872
challenges/very easy/challenge-40_7.qasm,very easy,challenges/very_hard/challenge-72_45.qasm,very_hard,0.62301162
challenges/very easy/challenge-40_7.qasm,very easy,challenges/very_hard/challenge-80_46.qasm,very_hard,0.61443437
challenges/very easy/challenge-40_7.qasm,very easy,challenges/very_hard/challenge-88_47.qasm,very_hard,0.62955195
challenges/very easy/challenge-40_7.qasm,very easy,challenges/very_hard/challenge-96_48.qasm,very_hard,0.60540957
challenges/very easy/challenge-40_7.qasm,very easy,challenges/very_hard/challenge-104_49.qasm,very_hard,0.62187050
challenges/very easy/challenge-48_8.qasm,very easy,challenges/very easy/challenge-56_9.qasm,very easy,0.49685272
challenges/very easy/challenge-48_8.qasm,very easy,challenges/very easy/challenge-64_10.qasm,very easy,0.59715560
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-8_11.qasm,easy,0.42872667
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-16_12.qasm,easy,0.51670040
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-24_13.qasm,easy,0.58785252
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-32_14.qasm,easy,0.59134457
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-36_15.qasm,easy,0.45202481
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-40_16.qasm,easy,0.70095637
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-40_17.qasm,easy,0.59008550
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-40_18.qasm,easy,0.52049885
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-48_19.qasm,easy,0.68465783
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-48_20.qasm,easy,0.53750761
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-48_21.qasm,easy,0.49985825
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-56_22.qasm,easy,0.62362421
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-56_23.qasm,easy,0.74990877
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-56_24.qasm,easy,0.72537965
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-64_25.qasm,easy,0.63211638
challenges/very easy/challenge-48_8.qasm,very easy,challenges/easy/challenge-64_26.qasm,easy,0.70537435
challenges/very easy/challenge-48_8.qasm,very easy,challenges/moderate/challenge-8_27.qasm,moderate,0.50388017
challenges/very easy/challenge-48_8.qasm,very easy,challenges/moderate/challenge-16_28.qasm,moderate,0.42751394
challenges/very easy/challenge-48_8.qasm,very easy,challenges/moderate/challenge-24_29.qasm,moderate,0.59876969
challenges/very easy/challenge-48_8.qasm,very easy,challenges/moderate/challenge-32_30.qasm,moderate,0.62655763
challenges/very easy/challenge-48_8.qasm,very easy,challenges/moderate/challenge-48_31.qasm,moderate,0.72996160
challenges/very easy/challenge-48_8.qasm,very easy,challenges/moderate/challenge-48_32.qasm,moderate,0.67908450
challenges/very easy/challenge-48_8.qasm,very easy,challenges/moderate/challenge-56_33.qasm,moderate,0.59373387
challenges/very easy/challenge-48_8.qasm,very easy,challenges/moderate/challenge-64_34.qasm,moderate,0.70198123
challenges/very easy/challenge-48_8.qasm,very easy,challenges/hard/challenge-40_35.qasm,hard,0.67074021
challenges/very easy/challenge-48_8.qasm,very easy,challenges/hard/challenge-48_36.qasm,hard,0.58619338
challenges/very easy/challenge-48_8.qasm,very easy,challenges/hard/challenge-48_37.qasm,hard,0.65261952
challenges/very easy/challenge-48_8.qasm,very easy,challenges/hard/challenge-56_38.qasm,hard,0.40843744
challenges/very easy/challenge-48_8.qasm,very easy,challenges/hard/challenge-56_39.qasm,hard,0.52074048
challenges/very easy/challenge-48_8.qasm,very easy,challenges/hard/challenge-64_40.qasm,hard,0.66592903
challenges/very easy/challenge-48_8.qasm,very easy,challenges/hard/challenge-64_41.qasm,hard,0.45201548
challenges/very easy/challenge-48_8.qasm,very easy,challenges/very_hard/challenge-48_42.qasm,very_hard,0.41747997
challenges/very easy/challenge-48_8.qasm,very easy,challenges/very_hard/challenge-56_43.qasm,very_hard,0.39188033
challenges/very easy/challenge-48_8.qasm,very easy,challenges/very_hard/challenge-64_44.qasm,very_hard,0.46427014
challenges/very easy/challenge-48_8.qasm,very easy,challenges/very_hard/challenge-72_45.qasm,very_hard,0.47443281
challenges/very easy/challenge-48_8.qasm,very easy,challenges/very_hard/challenge-80_46.qasm,very_hard,0.46029837
challenges/very easy/challenge-48_8.qasm,very easy,challenges/very_hard/challenge-88_47.qasm,very_hard,0.47171828
challenges/very easy/challenge-48_8.qasm,very easy,challenges/very_hard/challenge-96_48.qasm,very_hard,0.45097295
challenges/very easy/challenge-48_8.qasm,very easy,challenges/very_hard/challenge-104_49.qasm,very_hard,0.47869546
challenges/very easy/challenge-56_9.qasm,very easy,challenges/very easy/challenge-64_10.qasm,very easy,0.75088887
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-8_11.qasm,easy,0.42079353
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-16_12.qasm,easy,0.51444688
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-24_13.qasm,easy,0.62431472
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-32_14.qasm,easy,0.66429890
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-36_15.qasm,easy,0.58978304
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-40_16.qasm,easy,0.66151216
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-40_17.qasm,easy,0.60565154
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-40_18.qasm,easy,0.74907961
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-48_19.qasm,easy,0.58917441
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-48_20.qasm,easy,0.65618751
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-48_21.qasm,easy,0.59950407
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-56_22.qasm,easy,0.62252191
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-56_23.qasm,easy,0.63141256
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-56_24.qasm,easy,0.60917802
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-64_25.qasm,easy,0.70199906
challenges/very easy/challenge-56_9.qasm,very easy,challenges/easy/challenge-64_26.qasm,easy,0.61283971
challenges/very easy/challenge-56_9.qasm,very easy,challenges/moderate/challenge-8_27.qasm,moderate,0.65802925
challenges/very easy/challenge-56_9.qasm,very easy,challenges/moderate/challenge-16_28.qasm,moderate,0.64937219
challenges/very easy/challenge-56_9.qasm,very easy,challenges/moderate/challenge-24_29.qasm,moderate,0.64630068
challenges/very easy/challenge-56_9.qasm,very easy,challenges/moderate/challenge-32_30.qasm,moderate,0.64908479
challenges/very easy/challenge-56_9.qasm,very easy,challenges/moderate/challenge-48_31.qasm,moderate,0.62394142
challenges/very easy/challenge-56_9.qasm,very easy,challenges/moderate/challenge-48_32.qasm,moderate,0.61718057
challenges/very easy/challenge-56_9.qasm,very easy,challenges/moderate/challenge-56_33.qasm,moderate,0.61457183
challenges/very easy/challenge-56_9.qasm,very easy,challenges/moderate/challenge-64_34.qasm,moderate,0.71121400
challenges/very easy/challenge-56_9.qasm,very easy,challenges/hard/challenge-40_35.qasm,hard,0.65519509
challenges/very easy/challenge-56_9.qasm,very easy,challenges/hard/challenge-48_36.qasm,hard,0.68771442
challenges/very easy/challenge-56_9.qasm,very easy,challenges/hard/challenge-48_37.qasm,hard,0.66030425
challenges/very easy/challenge-56_9.qasm,very easy,challenges/hard/challenge-56_38.qasm,hard,0.54853193
challenges/very easy/challenge-56_9.qasm,very easy,challenges/hard/challenge-56_39.qasm,hard,0.65485138
challenges/very easy/challenge-56_9.qasm,very easy,challenges/hard/challenge-64_40.qasm,hard,0.65656063
challenges/very easy/challenge-56_9.qasm,very easy,challenges/hard/challenge-64_41.qasm,hard,0.64092536
challenges/very easy/challenge-56_9.qasm,very easy,challenges/very_hard/challenge-48_42.qasm,very_hard,0.52340914
challenges/very easy/challenge-56_9.qasm,very easy,challenges/very_hard/challenge-56_43.qasm,very_hard,0.43192943
challenges/very easy/challenge-56_9.qasm,very easy,challenges/very_hard/challenge-64_44.qasm,very_hard,0.52326363
challenges/very easy/challenge-56_9.qasm,very easy,challenges/very_hard/challenge-72_45.qasm,very_hard,0.53194863
challenges/very easy/challenge-56_9.qasm,very easy,challenges/very_hard/challenge-80_46.qasm,very_hard,0.53420693
challenges/very easy/challenge-56_9.qasm,very easy,challenges/very_hard/challenge-88_47.qasm,very_hard,0.53112198
challenges/very easy/challenge-56_9.qasm,very easy,challenges/very_hard/challenge-96_48.qasm,very_hard,0.52356343
challenges/very easy/challenge-56_9.qasm,very easy,challenges/very_hard/challenge-104_49.qasm,very_hard,0.53299895
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-8_11.qasm,easy,0.53247457
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-16_12.qasm,easy,0.48660515
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-24_13.qasm,easy,0.68694718
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-32_14.qasm,easy,0.66613851
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-36_15.qasm,easy,0.59347519
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-40_16.qasm,easy,0.77726237
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-40_17.qasm,easy,0.64996800
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-40_18.qasm,easy,0.70115157
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-48_19.qasm,easy,0.67267127
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-48_20.qasm,easy,0.63011659
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-48_21.qasm,easy,0.57351750
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-56_22.qasm,easy,0.62825935
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-56_23.qasm,easy,0.74383037
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-56_24.qasm,easy,0.74578307
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-64_25.qasm,easy,0.71940750
challenges/very easy/challenge-64_10.qasm,very easy,challenges/easy/challenge-64_26.qasm,easy,0.66373429
challenges/very easy/challenge-64_10.qasm,very easy,challenges/moderate/challenge-8_27.qasm,moderate,0.59373719
challenges/very easy/challenge-64_10.qasm,very easy,challenges/moderate/challenge-16_28.qasm,moderate,0.55186209
challenges/very easy/challenge-64_10.qasm,very easy,challenges/moderate/challenge-24_29.qasm,moderate,0.68434286
challenges/very easy/challenge-64_10.qasm,very easy,challenges/moderate/challenge-32_30.qasm,moderate,0.70407793
challenges/very easy/challenge-64_10.qasm,very easy,challenges/moderate/challenge-48_31.qasm,moderate,0.70213146
challenges/very easy/challenge-64_10.qasm,very easy,challenges/moderate/challenge-48_32.qasm,moderate,0.67386130
challenges/very easy/challenge-64_10.qasm,very easy,challenges/moderate/challenge-56_33.qasm,moderate,0.61186505
challenges/very easy/challenge-64_10.qasm,very easy,challenges/moderate/challenge-64_34.qasm,moderate,0.75497777
challenges/very easy/challenge-64_10.qasm,very easy,challenges/hard/challenge-40_35.qasm,hard,0.75566004
challenges/very easy/challenge-64_10.qasm,very easy,challenges/hard/challenge-48_36.qasm,hard,0.69195502
challenges/very easy/challenge-64_10.qasm,very easy,challenges/hard/challenge-48_37.qasm,hard,0.70516299
challenges/very easy/challenge-64_10.qasm,very easy,challenges/hard/challenge-56_38.qasm,hard,0.48078939
challenges/very easy/challenge-64_10.qasm,very easy,challenges/hard/challenge-56_39.qasm,hard,0.60561913
challenges/very easy/challenge-64_10.qasm,very easy,challenges/hard/challenge-64_40.qasm,hard,0.72947543
challenges/very easy/challenge-64_10.qasm,very easy,challenges/hard/challenge-64_41.qasm,hard,0.54230448
challenges/very easy/challenge-64_10.qasm,very easy,challenges/very_hard/challenge-48_42.qasm,very_hard,0.53654762
challenges/very easy/challenge-64_10.qasm,very easy,challenges/very_hard/challenge-56_43.qasm,very_hard,0.43131678
challenges/very easy/challenge-64_10.qasm,very easy,challenges/very_hard/challenge-64_44.qasm,very_hard,0.56486898
challenges/very easy/challenge-64_10.qasm,very easy,challenges/very_hard/challenge-72_45.qasm,very_hard,0.57554699
challenges/very easy/challenge-64_10.qasm,very easy,challenges/very_hard/challenge-80_46.qasm,very_hard,0.56917835
challenges/very easy/challenge-64_10.qasm,very easy,challenges/very_hard/challenge-88_47.qasm,very_hard,0.57981630
challenges/very easy/challenge-64_10.qasm,very easy,challenges/very_hard/challenge-96_48.qasm,very_hard,0.56108279
challenges/very easy/challenge-64_10.qasm,very easy,challenges/very_hard/challenge-104_49.qasm,very_hard,0.57592187
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-16_12.qasm,easy,0.34542275
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-24_13.qasm,easy,0.57533013
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-32_14.qasm,easy,0.60789352
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-36_15.qasm,easy,0.41496783
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-40_16.qasm,easy,0.58370132
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-40_17.qasm,easy,0.60890458
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-40_18.qasm,easy,0.57018425
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-48_19.qasm,easy,0.40271060
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-48_20.qasm,easy,0.43673620
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-48_21.qasm,easy,0.46443683
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-56_22.qasm,easy,0.49388782
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-56_23.qasm,easy,0.58932267
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-56_24.qasm,easy,0.54544934
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-64_25.qasm,easy,0.49655862
challenges/easy/challenge-8_11.qasm,easy,challenges/easy/challenge-64_26.qasm,easy,0.44685167
challenges/easy/challenge-8_11.qasm,easy,challenges/moderate/challenge-8_27.qasm,moderate,0.38580937
challenges/easy/challenge-8_11.qasm,easy,challenges/moderate/challenge-16_28.qasm,moderate,0.39095990
challenges/easy/challenge-8_11.qasm,easy,challenges/moderate/challenge-24_29.qasm,moderate,0.47210208
challenges/easy/challenge-8_11.qasm,easy,challenges/moderate/challenge-32_30.qasm,moderate,0.49792572
challenges/easy/challenge-8_11.qasm,easy,challenges/moderate/challenge-48_31.qasm,moderate,0.53155409
challenges/easy/challenge-8_11.qasm,easy,challenges/moderate/challenge-48_32.qasm,moderate,0.54842479
challenges/easy/challenge-8_11.qasm,easy,challenges/moderate/challenge-56_33.qasm,moderate,0.47068205
challenges/easy/challenge-8_11.qasm,easy,challenges/moderate/challenge-64_34.qasm,moderate,0.57456068
challenges/easy/challenge-8_11.qasm,easy,challenges/hard/challenge-40_35.qasm,hard,0.54218444
challenges/easy/challenge-8_11.qasm,easy,challenges/hard/challenge-48_36.qasm,hard,0.45616439
challenges/easy/challenge-8_11.qasm,easy,challenges/hard/challenge-48_37.qasm,hard,0.51730876
challenges/easy/challenge-8_11.qasm,easy,challenges/hard/challenge-56_38.qasm,hard,0.34871254
challenges/easy/challenge-8_11.qasm,easy,challenges/hard/challenge-56_39.qasm,hard,0.45193869
challenges/easy/challenge-8_11.qasm,easy,challenges/hard/challenge-64_40.qasm,hard,0.51639060
challenges/easy/challenge-8_11.qasm,easy,challenges/hard/challenge-64_41.qasm,hard,0.36204592
challenges/easy/challenge-8_11.qasm,easy,challenges/very_hard/challenge-48_42.qasm,very_hard,0.35051767
challenges/easy/challenge-8_11.qasm,easy,challenges/very_hard/challenge-56_43.qasm,very_hard,0.26791000
challenges/easy/challenge-8_11.qasm,easy,challenges/very_hard/challenge-64_44.qasm,very_hard,0.32718271
challenges/easy/challenge-8_11.qasm,easy,challenges/very_hard/challenge-72_45.qasm,very_hard,0.35595524
challenges/easy/challenge-8_11.qasm,easy,challenges/very_hard/challenge-80_46.qasm,very_hard,0.34709821
challenges/easy/challenge-8_11.qasm,easy,challenges/very_hard/challenge-88_47.qasm,very_hard,0.34142760
challenges/easy/challenge-8_11.qasm,easy,challenges/very_hard/challenge-96_48.qasm,very_hard,0.33408075
challenges/easy/challenge-8_11.qasm,easy,challenges/very_hard/challenge-104_49.qasm,very_hard,0.33950364
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-24_13.qasm,easy,0.59286438
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-32_14.qasm,easy,0.70858138
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-36_15.qasm,easy,0.44278861
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-40_16.qasm,easy,0.61612405
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-40_17.qasm,easy,0.71646048
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-40_18.qasm,easy,0.73900175
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-48_19.qasm,easy,0.70154425
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-48_20.qasm,easy,0.65510819
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-48_21.qasm,easy,0.72435338
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-56_22.qasm,easy,0.76649934
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-56_23.qasm,easy,0.69164839
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-56_24.qasm,easy,0.61543659
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-64_25.qasm,easy,0.77178119
challenges/easy/challenge-16_12.qasm,easy,challenges/easy/challenge-64_26.qasm,easy,0.73686183
challenges/easy/challenge-16_12.qasm,easy,challenges/moderate/challenge-8_27.qasm,moderate,0.61290119
challenges/easy/challenge-16_12.qasm,easy,challenges/moderate/challenge-16_28.qasm,moderate,0.70119627
challenges/easy/challenge-16_12.qasm,easy,challenges/moderate/challenge-24_29.qasm,moderate,0.71217626
challenges/easy/challenge-16_12.qasm,easy,challenges/moderate/challenge-32_30.qasm,moderate,0.69909504
challenges/easy/challenge-16_12.qasm,easy,challenges/moderate/challenge-48_31.qasm,moderate,0.77256149
challenges/easy/challenge-16_12.qasm,easy,challenges/moderate/challenge-48_32.qasm,moderate,0.74134504
challenges/easy/challenge-16_12.qasm,easy,challenges/moderate/challenge-56_33.qasm,moderate,0.77136889
challenges/easy/challenge-16_12.qasm,easy,challenges/moderate/challenge-64_34.qasm,moderate,0.69431165
challenges/easy/challenge-16_12.qasm,easy,challenges/hard/challenge-40_35.qasm,hard,0.73281598
challenges/easy/challenge-16_12.qasm,easy,challenges/hard/challenge-48_36.qasm,hard,0.78134694
challenges/easy/challenge-16_12.qasm,easy,challenges/hard/challenge-48_37.qasm,hard,0.77151187
challenges/easy/challenge-16_12.qasm,easy,challenges/hard/challenge-56_38.qasm,hard,0.73066099
challenges/easy/challenge-16_12.qasm,easy,challenges/hard/challenge-56_39.qasm,hard,0.76786644
challenges/easy/challenge-16_12.qasm,easy,challenges/hard/challenge-64_40.qasm,hard,0.74616096
challenges/easy/challenge-16_12.qasm,easy,challenges/hard/challenge-64_41.qasm,hard,0.72885060
challenges/easy/challenge-16_12.qasm,easy,challenges/very_hard/challenge-48_42.qasm,very_hard,0.37588316
challenges/easy/challenge-16_12.qasm,easy,challenges/very_hard/challenge-56_43.qasm,very_hard,0.30552747
challenges/easy/challenge-16_12.qasm,easy,challenges/very_hard/challenge-64_44.qasm,very_hard,0.35336824
challenges/easy/challenge-16_12.qasm,easy,challenges/very_hard/challenge-72_45.qasm,very_hard,0.36026452
challenges/easy/challenge-16_12.qasm,easy,challenges/very_hard/challenge-80_46.qasm,very_hard,0.36852368
challenges/easy/challenge-16_12.qasm,easy,challenges/very_hard/challenge-88_47.qasm,very_hard,0.35651182
challenges/easy/challenge-16_12.qasm,easy,challenges/very_hard/challenge-96_48.qasm,very_hard,0.35911735
challenges/easy/challenge-16_12.qasm,easy,challenges/very_hard/challenge-104_49.qasm,very_hard,0.36186455
challenges/easy/challenge-24_13.qasm,easy,challenges/easy/challenge-32_14.qasm,easy,0.78175446
challenges/easy/challenge-24_13.qasm,easy,challenges/easy/challenge-36_15.qasm,easy,0.53989815
challenges/easy/challenge-24_13.qasm,easy,challenges/easy/challenge-40_16.qasm,easy,0.81750268
challenges/easy/challenge-24_13.qasm,easy,challenges/easy/challenge-40_17.qasm,easy,0.80305565
challenges/easy/challenge-24_13.qasm,easy,challenges/easy/challenge-40_18.qasm,easy,0.78304330
challenges/easy/challenge-24_13.qasm,easy,challenges/easy/challenge-48_19.qasm,easy,0.75416569
challenges/easy/challenge-24_13.qasm,easy,challenges/easy/challenge-48_20.qasm,easy,0.71579267
challenges/easy/challenge-24_13.qasm,easy,challenges/easy/challenge-48_21.qasm,easy,0.77172567
challenges/easy/challenge-24_13.qasm,easy,challenges/easy/challenge-56_22.qasm,easy,0.77106765
challenges/easy/challenge-24_13.qasm,easy,challenges/easy/challenge-56_23.qasm,easy,0.84106165
challenges/easy/challenge-24_13.qasm,easy,challenges/easy/challenge-56_24.qasm,easy,0.81203081
challenges/easy/challenge-24_13.qasm,easy,challenges/easy/challenge-64_25.qasm,easy,0.81197701
challenges/easy/challenge-24_13.qasm,easy,challenges/easy/challenge-64_26.qasm,easy,0.77243455
challenges/easy/challenge-24_13.qasm,easy,challenges/moderate/challenge-8_27.qasm,moderate,0.56468981
challenges/easy/challenge-24_13.qasm,easy,challenges/moderate/challenge-16_28.qasm,moderate,0.62185731
challenges/easy/challenge-24_13.qasm,easy,challenges/moderate/challenge-24_29.qasm,moderate,0.70070318
