path,difficulty,file,q0,q1,distance,count_undirected_entangling,cx_forward,cx_reverse,swap_count,first_gate_index,last_gate_index,span_fraction
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,18,29,11,1,1,0,0,724,724,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,10,43,33,1,0,1,0,740,740,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,10,49,39,1,1,0,0,741,741,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,22,44,22,1,0,1,0,763,763,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,1,51,50,1,1,0,0,791,791,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,18,54,36,1,1,0,0,805,805,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,34,45,11,1,1,0,0,942,942,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,35,46,11,1,1,0,0,965,965,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,35,41,6,1,1,0,0,966,966,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,19,23,4,1,1,0,0,990,990,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,45,46,1,1,0,1,0,1044,1044,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,7,45,38,1,1,0,0,1045,1045,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,30,54,24,1,1,0,0,1110,1110,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,41,55,14,1,1,0,0,1114,1114,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,3,10,7,1,1,0,0,1153,1153,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,1,2,1,1,0,1,0,1299,1299,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,33,43,10,1,1,0,0,1307,1307,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,1,41,40,1,1,0,0,1315,1315,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,2,43,41,1,1,0,0,1386,1386,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,15,22,7,1,1,0,0,1390,1390,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,10,52,42,1,0,1,0,1470,1470,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,33,40,7,1,0,1,0,1535,1535,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,22,36,14,1,1,0,0,1553,1553,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,28,36,8,1,1,0,0,1654,1654,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,17,24,7,1,0,1,0,1667,1667,0.00000000
challenges/easy/challenge-56_23.qasm,easy,challenge-56_23.qasm,19,47,28,1,1,0,0,1731,1731,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,32,47,15,11,6,5,0,229,834,0.42665726
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,47,55,8,9,6,3,0,231,824,0.41819464
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,10,40,30,7,4,3,0,83,1137,0.74330042
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,10,47,37,7,7,0,0,116,1224,0.78138223
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,32,55,23,7,6,1,0,228,812,0.41184767
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,6,5,7,2,5,0,713,949,0.16643159
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,33,32,6,2,4,0,208,584,0.26516220
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,29,42,13,6,3,3,0,314,1161,0.59732017
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,21,25,4,6,2,4,1,699,1053,0.24964739
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,6,54,48,6,4,2,0,708,963,0.17983075
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,4,51,47,6,4,2,0,750,1113,0.25599436
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,5,9,4,5,5,0,0,12,377,0.25740480
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,9,29,20,5,3,2,0,38,833,0.56064880
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,10,19,9,5,1,4,0,84,786,0.49506347
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,0,26,26,5,2,3,0,522,561,0.02750353
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,22,37,15,5,5,0,0,646,919,0.19252468
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,15,29,14,5,2,3,0,891,1180,0.20380818
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,41,46,5,5,1,4,0,1085,1305,0.15514810
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,4,19,15,4,0,4,0,96,741,0.45486601
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,18,17,4,2,2,0,104,329,0.15867419
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,8,15,7,4,2,2,0,146,540,0.27785614
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,22,52,30,4,2,2,0,158,643,0.34203103
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,7,52,45,4,0,4,0,162,450,0.20310296
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,6,53,47,4,4,0,0,197,1338,0.80465444
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,19,48,29,4,3,1,0,266,293,0.01904090
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,30,35,5,4,4,0,0,272,1147,0.61706629
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,30,42,12,4,2,2,0,274,383,0.07686883
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,26,34,8,4,2,2,0,282,552,0.19040903
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,42,48,6,4,2,2,0,303,386,0.05853315
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,16,42,26,4,3,1,0,340,617,0.19534556
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,17,53,36,4,4,0,0,372,1319,0.66784203
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,11,30,19,4,0,4,0,441,1275,0.58815233
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,15,27,12,4,4,0,0,543,1172,0.44358251
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,37,39,2,4,1,3,0,604,676,0.05077574
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,2,45,43,4,2,2,0,621,927,0.21579690
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,24,43,19,4,3,1,0,658,1110,0.31875882
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,4,46,42,4,3,1,0,743,1096,0.24894217
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,36,51,15,4,2,2,0,776,1060,0.20028209
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,19,41,22,4,3,1,0,788,1291,0.35472496
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,23,47,24,4,1,3,0,819,1225,0.28631876
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,2,32,30,4,3,1,0,829,868,0.02750353
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,35,38,3,4,2,2,0,904,1195,0.20521862
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,13,54,41,4,3,1,0,974,1358,0.27080395
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,25,48,23,4,4,0,0,1023,1045,0.01551481
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,30,36,6,4,3,1,0,1130,1285,0.10930889
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,29,35,6,4,2,2,0,1152,1166,0.00987306
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,11,54,43,4,2,2,0,1228,1344,0.08180536
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,18,55,37,4,4,0,0,1365,1413,0.03385049
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,29,36,7,3,2,1,0,54,354,0.21156559
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,19,40,21,3,1,2,0,81,748,0.47038082
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,24,46,22,3,3,0,0,111,174,0.04442877
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,37,48,11,3,0,3,0,118,128,0.00705219
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,43,51,8,3,1,2,0,139,1121,0.69252468
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,18,33,15,3,1,2,0,212,587,0.26445698
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,4,25,21,3,2,1,0,264,691,0.30112835
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,25,39,14,3,3,0,0,270,496,0.15937941
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,34,39,5,3,1,2,0,281,510,0.16149506
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,5,17,12,3,3,0,0,367,1316,0.66925247
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,20,42,22,3,2,1,0,389,1380,0.69887165
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,35,43,8,3,2,1,0,408,415,0.00493653
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,14,51,37,3,3,0,0,424,430,0.00423131
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,37,51,14,3,2,1,0,426,437,0.00775740
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,11,51,40,3,1,2,0,440,1071,0.44499295
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,4,3,3,2,1,0,487,690,0.14315938
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,25,26,1,3,1,2,0,495,575,0.05641749
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,14,13,3,0,3,0,593,873,0.19746121
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,6,14,8,3,0,3,0,598,955,0.25176305
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,24,37,13,3,3,0,0,650,664,0.00987306
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,54,53,3,1,2,0,712,959,0.17418900
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,35,34,3,3,0,0,727,872,0.10225670
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,4,30,26,3,2,1,0,742,998,0.18053597
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,29,32,3,3,3,0,0,754,890,0.09590973
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,0,3,3,3,3,0,0,795,1294,0.35190409
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,53,55,2,3,0,3,0,987,1242,0.17983075
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,8,39,31,3,2,1,0,1007,1398,0.27574048
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,11,48,37,3,0,3,0,1016,1353,0.23765867
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,44,48,4,3,3,0,0,1032,1049,0.01198872
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,11,41,30,3,1,2,0,1104,1350,0.17348378
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,17,32,15,3,2,1,0,1323,1327,0.00282087
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,55,54,3,1,2,0,1368,1407,0.02750353
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,2,15,13,2,2,0,0,20,532,0.36107193
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,21,34,13,2,2,0,0,48,51,0.00211566
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,16,29,13,2,1,1,0,56,380,0.22849083
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,33,39,6,2,1,1,0,72,207,0.09520451
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,4,39,35,2,2,0,0,73,271,0.13963329
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,14,48,34,2,0,2,0,120,127,0.00493653
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,14,37,23,2,2,0,0,124,427,0.21368124
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,49,51,2,2,0,2,0,137,143,0.00423131
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,8,49,41,2,0,2,0,154,626,0.33286319
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,46,52,6,2,0,2,0,165,172,0.00493653
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,9,52,43,2,2,0,0,180,184,0.00282087
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,39,54,15,2,0,2,0,206,476,0.19040903
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,22,46,24,2,0,2,0,216,345,0.09097320
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,18,46,28,2,1,1,0,219,499,0.19746121
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,33,46,13,2,2,0,0,224,334,0.07757405
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,19,47,28,2,0,2,0,243,251,0.00564175
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,19,32,13,2,2,0,0,250,739,0.34485190
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,25,54,29,2,1,1,0,278,484,0.14527504
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,48,51,3,2,1,1,0,288,300,0.00846262
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,35,51,16,2,0,2,0,297,405,0.07616361
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,35,48,13,2,1,1,0,301,302,0.00070522
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,36,49,13,2,2,0,0,318,321,0.00211566
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,29,49,20,2,0,2,0,319,348,0.02045134
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,36,35,2,0,2,0,322,326,0.00282087
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,35,49,14,2,2,0,0,411,636,0.15867419
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,16,43,27,2,0,2,0,420,610,0.13399154
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,27,49,22,2,0,2,0,421,624,0.14315938
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,30,51,21,2,2,0,0,444,548,0.07334274
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,7,31,24,2,2,0,0,451,1247,0.56135402
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,4,54,50,2,1,1,0,466,689,0.15726375
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,26,54,28,2,1,1,0,468,500,0.02256700
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,25,34,9,2,0,2,0,485,506,0.01480959
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,21,39,18,2,2,0,0,511,601,0.06346968
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,0,34,34,2,2,0,0,514,518,0.00282087
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,11,45,34,2,1,1,0,535,638,0.07263752
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,8,27,19,2,0,2,0,544,627,0.05853315
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,0,54,54,2,2,0,0,564,569,0.00352609
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,0,25,25,2,1,1,0,567,692,0.08815233
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,22,39,17,2,1,1,0,607,674,0.04724965
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,43,52,9,2,0,2,0,656,684,0.01974612
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,25,49,24,2,2,0,0,696,698,0.00141044
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,28,35,7,2,2,0,0,731,853,0.08603667
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,8,46,38,2,1,1,0,744,1004,0.18335684
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,10,55,45,2,2,0,0,766,770,0.00282087
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,19,34,15,2,0,2,0,787,1256,0.33074753
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,0,19,19,2,2,0,0,791,1292,0.35331453
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,3,19,16,2,2,0,0,794,800,0.00423131
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,7,34,27,2,0,2,0,804,1254,0.31734838
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,2,1,2,1,1,0,839,848,0.00634697
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,2,28,26,2,1,1,0,843,928,0.05994358
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,32,51,19,2,2,0,0,856,860,0.00282087
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,28,32,4,2,0,2,0,861,886,0.01763047
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,32,31,2,2,0,0,874,876,0.00141044
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,14,28,14,2,0,2,0,889,968,0.05571227
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,31,55,24,2,2,0,0,984,1243,0.18265162
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,51,53,2,2,2,0,0,990,994,0.00282087
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,4,11,7,2,1,1,0,1001,1078,0.05430183
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,21,48,27,2,0,2,0,1028,1050,0.01551481
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,21,44,23,2,0,2,0,1046,1051,0.00352609
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,4,45,41,2,0,2,0,1065,1076,0.00775740
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,26,45,19,2,2,0,0,1081,1212,0.09238364
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,41,51,10,2,0,2,0,1090,1097,0.00493653
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,4,41,37,2,1,1,0,1093,1095,0.00141044
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,24,51,27,2,0,2,0,1106,1116,0.00705219
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,36,47,11,2,0,2,0,1133,1141,0.00564175
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,29,46,17,2,2,0,0,1162,1165,0.00211566
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,9,15,6,2,0,2,0,1179,1182,0.00211566
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,35,42,7,2,2,0,0,1188,1190,0.00141044
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,10,26,16,2,2,0,0,1202,1204,0.00141044
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,45,47,2,2,2,0,0,1207,1209,0.00141044
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,31,52,21,2,2,0,0,1250,1260,0.00705219
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,7,41,34,2,2,0,0,1255,1299,0.03102962
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,11,19,8,2,2,0,0,1268,1272,0.00282087
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,17,37,20,2,0,2,0,1322,1324,0.00141044
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,18,20,2,2,1,1,0,1374,1379,0.00352609
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,39,55,16,2,0,2,0,1389,1393,0.00282087
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,39,38,2,0,2,0,1390,1394,0.00282087
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,9,16,7,1,1,0,0,57,57,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,4,33,29,1,1,0,0,76,76,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,43,42,1,0,1,0,102,102,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,14,34,20,1,0,1,0,121,121,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,42,50,8,1,1,0,0,130,130,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,43,49,6,1,1,0,0,144,144,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,15,49,34,1,0,1,0,145,145,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,2,8,6,1,1,0,0,147,147,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,7,22,15,1,0,1,0,160,160,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,22,21,1,1,0,0,209,209,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,18,22,4,1,1,0,0,217,217,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,22,33,11,1,0,1,0,222,222,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,19,55,36,1,1,0,0,259,259,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,19,35,16,1,1,0,0,268,268,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,30,48,18,1,1,0,0,308,308,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,16,36,20,1,0,1,0,323,323,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,5,29,24,1,0,1,0,364,364,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,16,48,32,1,1,0,0,382,382,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,48,50,2,1,0,1,0,398,398,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,19,51,32,1,1,0,0,406,406,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,30,37,7,1,0,1,0,432,432,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,2,26,24,1,1,0,0,470,470,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,0,2,2,1,0,1,0,471,471,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,34,54,20,1,0,1,0,480,480,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,26,39,13,1,0,1,0,502,502,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,2,34,32,1,1,0,0,529,529,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,2,11,9,1,1,0,0,531,531,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,0,39,39,1,0,1,0,559,559,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,0,33,33,1,1,0,0,572,572,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,33,43,10,1,1,0,0,586,586,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,14,39,25,1,0,1,0,592,592,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,16,33,17,1,0,1,0,611,611,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,37,43,6,1,0,1,0,657,657,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,14,54,40,1,1,0,0,711,711,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,29,55,26,1,1,0,0,735,735,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,10,36,26,1,1,0,0,772,772,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,4,36,32,1,1,0,0,807,807,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,23,32,9,1,0,1,0,828,828,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,23,29,6,1,0,1,0,832,832,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,2,6,4,1,1,0,0,847,847,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,6,32,26,1,0,1,0,862,862,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,6,35,29,1,1,0,0,877,877,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,32,37,5,1,1,0,0,899,899,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,22,32,10,1,1,0,0,915,915,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,1,28,27,1,1,0,0,960,960,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,30,46,16,1,1,0,0,1015,1015,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,45,51,6,1,1,0,0,1067,1067,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,45,46,1,1,1,0,0,1068,1068,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,11,46,35,1,1,0,0,1088,1088,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,36,53,17,1,0,1,0,1129,1129,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,27,29,2,1,0,1,0,1184,1184,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,34,52,18,1,1,0,0,1258,1258,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,31,34,3,1,0,1,0,1259,1259,0.00000000
challenges/easy/challenge-56_24.qasm,easy,challenge-56_24.qasm,5,53,48,1,1,0,0,1320,1320,0.00000000
