challenge	rank	bitstring	count	shot_fraction	stored_fraction
48_21	17	111010111110101011110101000001101000100000001001	242	0.0059082031	0.0059082031
48_21	18	111010101110101011010101000001101000100000101001	237	0.0057861328	0.0057861328
48_21	19	111000101110101011110101000001111000100000001001	227	0.0055419922	0.0055419922
48_21	20	111011101110101011110101000001101000100000001001	224	0.00546875	0.00546875
56_22	1	11100100100110010011110010110110011000000100010111111011	19209	0.58621216	0.58621216
56_22	2	11100100100110010011110010110110011000000100010110111011	2049	0.062530518	0.062530518
56_22	3	11100100100110010111110010110110011000000100010111111011	1038	0.031677246	0.031677246
56_22	4	11100100100110010011111010110110011000000100010111111011	872	0.026611328	0.026611328
56_22	5	11100100100110010011110010110110011000000000010110111011	544	0.016601562	0.016601562
56_22	6	11100100100110010011110010110110011000001000010110111011	512	0.015625	0.015625
56_22	7	11100100100110010011110010110110011000001100010111111001	435	0.013275146	0.013275146
56_22	8	11100100100110010011111010110110011000000110010111111011	213	0.0065002441	0.0065002441
56_22	9	11100100100110010011110010110110011000001100010110111011	186	0.0056762695	0.0056762695
56_22	10	11100100100110010111110010110110011000000100010110111011	149	0.0045471191	0.0045471191
56_22	11	11100100100110010011110010110110011000000100010111011011	129	0.0039367676	0.0039367676
56_22	12	11100100100110010011110010010110011000000100010111011011	125	0.0038146973	0.0038146973
56_22	13	11100100100110010011110110110110011000001100010111111011	101	0.0030822754	0.0030822754
56_22	14	11100100100110010011110010010110011000000100010111111011	99	0.0030212402	0.0030212402
56_22	15	11100100100110010011111010110110011000000100010110111011	90	0.002746582	0.002746582
56_22	16	11101100100110010011110010110110011100000101110111111011	83	0.002532959	0.002532959
56_22	17	11100100100110010011110010110110011100110101010111110011	78	0.0023803711	0.0023803711
56_22	18	11101100100100010011110010110110011100100101110111111011	77	0.0023498535	0.0023498535
56_22	19	11100100100110010011110010110110111000000100010101111011	76	0.0023193359	0.0023193359
56_22	20	11100100100110010010110010110110011000110101110111110011	74	0.0022583008	0.0022583008
56_23	1	01001101001111111100000101001110111011100011111100001101	16504	0.50366211	0.50366211
56_23	2	01001101001111111100000101001110111011100011101100001101	1352	0.041259766	0.041259766
56_23	3	01001101001111111100000101001110111011100011111101001101	1054	0.032165527	0.032165527
56_23	4	01001101001111111100000100001110111011100011111100001101	759	0.023162842	0.023162842
56_23	5	01001101001111111100000101001110011011100011111100001101	627	0.019134521	0.019134521
56_23	6	01001101001111111100000101011110111011100011111100001101	610	0.018615723	0.018615723
56_23	7	00001101001111111100000101001110111011100011111100001101	503	0.015350342	0.015350342
56_23	8	01001101000111111100000101001110111011100011111100001101	333	0.010162354	0.010162354
56_23	9	01001101001111011100000100001110111011100011111100001001	306	0.0093383789	0.0093383789
56_23	10	01001101001111111100000101001110111110100011111100001101	299	0.0091247559	0.0091247559
56_23	11	01001101001111111100000101001110111111100011111100001101	286	0.0087280273	0.0087280273
56_23	12	01001101001111011100000101001110111011100011111100001001	279	0.0085144043	0.0085144043
56_23	13	01001101101111111100000101001110111011100011111100001101	279	0.0085144043	0.0085144043
56_23	14	01001101001111111100000101000110111011100011111100001101	278	0.0084838867	0.0084838867
56_23	15	01101101101111111100000101001110111011100011111100001101	273	0.0083312988	0.0083312988
56_23	16	01001101001111111100000101001110111010100011111100001101	270	0.0082397461	0.0082397461
56_23	17	01001101001111111100000001001110111011100011111100001101	269	0.0082092285	0.0082092285
56_23	18	01001101101111111100000101001110111011100111111100001101	248	0.0075683594	0.0075683594
56_23	19	01101101101111111100000101001110111011100111111100001101	241	0.0073547363	0.0073547363
56_23	20	01001101001111111100000101101110111011100011111100001101	201	0.0061340332	0.0061340332
56_24	1	10011001001111101111111011101011101101010011001011110001	3462	0.10565186	0.14555392
56_24	2	10011001001111101111111011101011101101010001001011110001	843	0.025726318	0.035442506
56_24	3	10011001001111101111111011101011101101010011000011110001	648	0.019775391	0.027244061
56_24	4	10011001001111101111111011101011101101010011001010110001	415	0.012664795	0.017447971
56_24	5	10111001001111101111111011101011101101010011001010110001	406	0.012390137	0.017069582
56_24	6	10011001001111101111111011101011101101010011001011110101	326	0.0099487305	0.013706117
56_24	7	10011001011111101111111011101011101101010011001011110001	305	0.0093078613	0.012823208
56_24	8	10011001001111101111111011101011101101010011011011110001	300	0.0091552734	0.012612991
56_24	9	10010001001111101111111011101011101101010011001011110001	287	0.0087585449	0.012066428
56_24	10	10010001001111101111111011101010101101010011001011110001	251	0.0076599121	0.010552869
56_24	11	10011001001111101111111011101011101101010001000011110001	239	0.0072937012	0.01004835
56_24	12	10111001001111101111111011101011101101010011001011110001	227	0.0069274902	0.0095438301
56_24	13	10011001001111101111110011101011101101000011001011110001	221	0.0067443848	0.0092915703
56_24	14	10011001001111101111111011101011101101010011101011100001	199	0.006072998	0.0083666176
56_24	15	10011001001111101111111011101011101101010111001011110001	198	0.0060424805	0.0083245743
56_24	16	10011001001111111111111011101011101101010011011011110001	175	0.0053405762	0.0073575783
56_24	17	10010001001111101111111011101011101101010011101011110001	163	0.0049743652	0.0068530587
56_24	18	10011001001111101111011011101011101101010011001011110001	155	0.0047302246	0.0065167122
56_24	19	10011001001111101111111011101111101101010011001011110001	147	0.004486084	0.0061803658
56_24	20	10001001001111101101111011101011101101010011001011110001	134	0.0040893555	0.0056338028
64_25	1	0011101111110000110110111101011000010000010100110111000001111011	7919	0.2416687	0.26804089
64_25	2	0011101111110010110110111101011000010000010100110111000001110011	1231	0.037567139	0.041666667
64_25	3	0011101111110000110110111101011000010000010100110110000001111011	910	0.027770996	0.030801516
64_25	4	0011101111110000110110011101011000010000010100110111000001111011	610	0.018615723	0.02064717
64_25	5	0011101111110000110110111001011000110000010100110111000001111011	573	0.017486572	0.019394801
64_25	6	0011101111110000110110011101011000010000010100110110000001111011	543	0.016571045	0.018379366
64_25	7	0111101111110000110110111101011000010000010100110111000001111011	492	0.015014648	0.016653128
64_25	8	0111101111110100110110111101011000010000010100110111000001111011	462	0.014099121	0.015637693
64_25	9	0111101111110000110110111101011000010000010100110111001001111011	432	0.013183594	0.014622258
64_25	10	0001101011110000110110111101011000010000010100110111000001111011	416	0.012695312	0.014080693
64_25	11	0011101111110000110010111101011000010000000100110111010001111011	413	0.01260376	0.01397915
64_25	12	0011101111110000111110111101011000010000010100110111000001111011	347	0.0105896	0.011745194
64_25	13	0011101111110010110110111101011000010000010100110111000001111011	292	0.0089111328	0.0098835635
64_25	14	0011101101110000110110111101011000010000010100110111000001111011	227	0.0069274902	0.0076834552
64_25	15	0011101111110010110110111101011000010000010100110111000000111011	221	0.0067443848	0.0074803683
64_25	16	0011100111110000110111111101011000010000010100110111000001111011	220	0.0067138672	0.0074465204
64_25	17	0001101111110000110110111101011000010000010100110111000001111011	212	0.0064697266	0.0071757379
64_25	18	0011101011110000110110111101011000010000010100110111000001111011	212	0.0064697266	0.0071757379
64_25	19	0011101111110000110110111001011000010000010100110111000001111011	200	0.0061035156	0.006769564
64_25	20	0011101111110000110110111101011000010000010100000111000001111011	197	0.0060119629	0.0066680206
64_26	1	0110101010100011010111011000011100010110110110011100011001100110	3368	0.1027832	0.12096398
64_26	2	0110101010100011010111011000011100010110110010011100011001100110	3014	0.09197998	0.10824983
64_26	3	0110111010100011010111011000011101010110110110011100011001100110	902	0.027526855	0.032395934
64_26	4	0110111010100011010111011000011101010110110010011100011001100110	831	0.025360107	0.029845922
64_26	5	0110101010100011010111011000011100010110110111011100011001100110	648	0.019775391	0.023273354
64_26	6	0110101010100011010111011000011100010110110011011100011001100110	565	0.017242432	0.020292354
64_26	7	0110101011100011010111011000011100010110110110011100011001100110	411	0.012542725	0.01476134
64_26	8	0010101010100011010111011000011100010110110111011100011001100110	334	0.010192871	0.011995834
64_26	9	0010101010100011010111011000011100010110110011011100011001100110	320	0.009765625	0.011493014
64_26	10	0110101011100011010111011000011100010110110010011100011001100110	317	0.0096740723	0.011385267
64_26	11	0110101010100011010110011000011100010110110110011100011001100110	311	0.0094909668	0.011169773
64_26	12	0110101010100011010110011000011100010110110010011100011001100110	289	0.0088195801	0.010379629
64_26	13	0110101011100011010111011000011110010110110110011100011001100110	282	0.008605957	0.010128219
64_26	14	0110101011100011010111011000011110010110110010011100011001100110	259	0.0079040527	0.0093021585
64_26	15	0110101010100011010111011000011100010110110000011100011001100110	182	0.0055541992	0.0065366519
64_26	16	0110101010100011010111011000011100010110110100011100011001100110	171	0.0052185059	0.0061415796
64_26	17	0110101010100001010111011000011100010110110110011100011001100110	163	0.0049743652	0.0058542542
64_26	18	0110111010100011010111011000011101010110110011011100011001100110	157	0.0047912598	0.0056387602
64_26	19	0110101000100011010111011000011100010110110110011100011001100110	146	0.0044555664	0.0052436878
64_26	20	0110111010100011010111011000011101010110110111011100011001100110	141	0.0043029785	0.0050641095
8_27	1	11001001	11775	0.28747559	0.28747559
8_27	2	11001011	2616	0.063867188	0.063867188
8_27	3	01011001	1077	0.026293945	0.026293945
8_27	4	01000001	824	0.020117188	0.020117188
8_27	5	11001000	751	0.018334961	0.018334961
8_27	6	11101001	724	0.017675781	0.017675781
8_27	7	11011010	723	0.017651367	0.017651367
8_27	8	01001000	647	0.015795898	0.015795898
8_27	9	01100001	575	0.014038086	0.014038086
8_27	10	11100101	525	0.012817383	0.012817383
8_27	11	11001101	474	0.011572266	0.011572266
8_27	12	01001010	462	0.011279297	0.011279297
8_27	13	00010101	450	0.010986328	0.010986328
8_27	14	11001010	406	0.0099121094	0.0099121094
8_27	15	11011000	403	0.0098388672	0.0098388672
8_27	16	01001001	395	0.0096435547	0.0096435547
8_27	17	10101001	364	0.0088867187	0.0088867187
8_27	18	11011001	351	0.0085693359	0.0085693359
8_27	19	11100111	342	0.0083496094	0.0083496094
8_27	20	11111110	306	0.0074707031	0.0074707031
16_28	1	1101001111011100	14373	0.35090332	0.36128497
16_28	2	1111001111011100	3277	0.080004883	0.082371867
16_28	3	1111001101011100	1612	0.039355469	0.04051982
16_28	4	0111001101011100	1263	0.030834961	0.031747229
16_28	5	1101001111011110	1070	0.026123047	0.02689591
16_28	6	0101001111011100	744	0.018164063	0.018701455
16_28	7	0101001101011100	680	0.016601562	0.017092728
16_28	8	1111001111011110	550	0.013427734	0.013825001
16_28	9	0111001111011100	388	0.0094726562	0.0097529095
16_28	10	1101011111011100	362	0.0088378906	0.009099364
16_28	11	1101001101011100	319	0.0077880859	0.0080185004
16_28	12	1101001111111100	314	0.0076660156	0.0078928185
16_28	13	0101000111011100	206	0.0050292969	0.0051780911
16_28	14	1101001011011100	199	0.0048583984	0.0050021366
16_28	15	1101001111010100	185	0.0045166016	0.0046502275
16_28	16	0101011111011100	175	0.0042724609	0.0043988638
16_28	17	1101001111001110	151	0.0036865234	0.0037955911
16_28	18	1101101111011100	143	0.0034912109	0.0035945002
16_28	19	1111011101011100	141	0.0034423828	0.0035442274
16_28	20	1101011111111100	128	0.003125	0.0032174547
24_29	1	110100010111100001001101	26	0.00063476563	0.0029183971
24_29	2	110100000111100001001001	23	0.00056152344	0.002581659
24_29	3	110110010011101001001001	22	0.00053710938	0.002469413
24_29	4	110100000111100000001001	21	0.00051269531	0.0023571669
24_29	5	010110000011100001101001	20	0.00048828125	0.0022449209
24_29	6	110110010111101001001001	19	0.00046386719	0.0021326748
24_29	7	110110010111100000001001	17	0.00041503906	0.0019081827
24_29	8	110110000111101100001101	17	0.00041503906	0.0019081827
24_29	9	110100000111101001001001	16	0.000390625	0.0017959367
24_29	10	110100010011101001001001	15	0.00036621094	0.0016836906
24_29	11	010110000011100000101001	15	0.00036621094	0.0016836906
24_29	12	110100010111100000001001	15	0.00036621094	0.0016836906
24_29	13	110110010111101000001001	14	0.00034179687	0.0015714446
24_29	14	110100000111100001001101	14	0.00034179687	0.0015714446
24_29	15	110100000011101011001001	13	0.00031738281	0.0014591986
24_29	16	110100000111101101001001	13	0.00031738281	0.0014591986
24_29	17	110110010011100001001101	13	0.00031738281	0.0014591986
24_29	18	110110000111100100001001	13	0.00031738281	0.0014591986
24_29	19	110100000011101001001001	13	0.00031738281	0.0014591986
24_29	20	110100000111101000001001	13	0.00031738281	0.0014591986
32_30	1	10011000010011110111101111010111	657	0.020050049	0.041036852
32_30	2	10011000010011110111001111010111	301	0.009185791	0.01880075
32_30	3	10011000010011110011101111010111	281	0.0085754395	0.01755153
32_30	4	10011000010011110111101111000111	245	0.0074768066	0.015302936
32_30	5	10011000010011110111101110010111	203	0.0061950684	0.012679575
32_30	6	10011000010011110011001111010111	172	0.0052490234	0.010743285
32_30	7	10011000010011110111101111010011	156	0.0047607422	0.0097439101
32_30	8	10011000010011110011101111000111	143	0.0043640137	0.0089319176
32_30	9	10011000010011110111001111000111	133	0.0040588379	0.0083073079
32_30	10	10011000010011110110101111010111	112	0.0034179688	0.0069956277
32_30	11	10011000010011110011101110010111	94	0.0028686523	0.0058713304
32_30	12	10011000010011100111101111010111	92	0.0028076172	0.0057464085
32_30	13	10010000010011110111101111010111	90	0.002746582	0.0056214866
32_30	14	10011000010011111011101111010111	90	0.002746582	0.0056214866
32_30	15	10001000010011110111101111010111	87	0.0026550293	0.0054341037
32_30	16	10011000010010110111101111010111	86	0.0026245117	0.0053716427
32_30	17	10011000010011110111101111000011	84	0.0025634766	0.0052467208
32_30	18	10011000010011110110001111010111	83	0.002532959	0.0051842598
32_30	19	10011000010011110111101110000111	78	0.0023803711	0.004871955
32_30	20	10011000010011110110101110010111	77	0.0023498535	0.0048094941
48_31	1	101100111000101011111111101010111011011000110110	12731	0.38851929	0.39159054
48_31	2	101100111000101011111110101010111011011000110110	1528	0.046630859	0.046999477
48_31	3	101100111000101011111111101110111011011000110110	1178	0.035949707	0.03623389
48_31	4	101100111000101011111111101010110011011000110010	663	0.020233154	0.020393098
48_31	5	101100111000101001111111101000111011111000110110	626	0.019104004	0.019255021
48_31	6	101100111000101001111111101010111011111000110110	576	0.017578125	0.01771708
48_31	7	101100111000101011111111101010111011111000110110	576	0.017578125	0.01771708
48_31	8	101100111000101011111111101000111011111000110110	568	0.017333984	0.01747101
48_31	9	101100110000101011111111101010111011011000110110	543	0.016571045	0.016702039
48_31	10	101101111000101011111011101010111011011001110110	525	0.016021729	0.016148381
48_31	11	101101101000101011111111101010111011011001110110	429	0.013092041	0.013195534
48_31	12	101100111000101011111011101010111011011000110110	385	0.011749268	0.011842146
48_31	13	101100101000101011111111101010111011011000110110	297	0.0090637207	0.0091353696
48_31	14	101100111001001011111111101010111011011000110110	247	0.0075378418	0.0075974286
48_31	15	101100111000101011111111101010111011010000110110	234	0.0071411133	0.0071975639
48_31	16	100100111000101011111111101010111011011000110111	225	0.0068664551	0.0069207345
48_31	17	111100111000101011111111101010111011011000110010	209	0.0063781738	0.0064285934
48_31	18	101100111100101011111111101010111001011000110110	201	0.0061340332	0.0061825228
48_31	19	101100111000101011111111101010111011011000110010	194	0.0059204102	0.0059672111
48_31	20	101100111000101011111111101010111011011000100110	180	0.0054931641	0.0055365876
48_32	1	011101010111011110001110010101010101101110001110	4792	0.14624023	0.17178706
48_32	2	011101010111011110001110010101010111101110001110	1085	0.033111572	0.038895859
48_32	3	011101010110011110001110010101010101101110001110	893	0.027252197	0.032012906
48_32	4	011101010111011110001110010111010101101110001110	745	0.022735596	0.026707295
48_32	5	011101010111011110001110010101110101101110001110	687	0.020965576	0.02462807
48_32	6	011101010111011110001100010101010101101110001110	579	0.017669678	0.020756408
48_32	7	011101110111011110001110010101010101101110001110	562	0.017150879	0.02014698
48_32	8	011101010111011110001110010001010101101110001110	496	0.015136719	0.017780964
48_32	9	011101010111011110001010010101010101101110001110	312	0.0095214844	0.0111848
48_32	10	011101010111011100001110010101010101101110001110	278	0.0084838867	0.0099659437
48_32	11	011101010111011110001110110101010101101110001110	274	0.0083618164	0.0098225488
48_32	12	011101010011011110001110010101010101100110001110	249	0.007598877	0.0089263309
48_32	13	010101011111011110001110010101010100001110001110	230	0.007019043	0.0082452052
48_32	14	011101010110011110001110010101010111101110001110	229	0.0069885254	0.0082093565
48_32	15	011101010111011110001100010101010111101110001110	227	0.0069274902	0.0081376591
48_32	16	011101010111111110001110010101010101101111101110	204	0.0062255859	0.0073131386
48_32	17	011101010111011110001110010101010101101111101110	201	0.0061340332	0.0072055924
48_32	18	011101010111011110001110010111010111101110001110	199	0.006072998	0.007133895
48_32	19	011100010111011110001110010101010101101110001110	182	0.0055541992	0.0065244668
48_32	20	011101010110011110001110010101110101101110001110	162	0.0049438477	0.0058074924
56_33	1	11001001100100001111010100100010010101111111011101010000	1699	0.051849365	0.079802724
56_33	2	10001001100100001111010100100010010101111111011101010000	1197	0.036529541	0.056223579
56_33	3	11001001100100001111010000100010010101111111011101010000	267	0.0081481934	0.012541099
56_33	4	11001001100100001111010100000010010101111111011101010000	251	0.0076599121	0.011789573
56_33	5	11001001100100000111010100100010010101111111011101010000	241	0.0073547363	0.011319868
56_33	6	11000001100100001111000100100010010011111111111001010001	219	0.0066833496	0.010286519
56_33	7	11001001100110001111010100100010010101111111011101010000	219	0.0066833496	0.010286519
56_33	8	11001001100100001111010100100010010101111111011101110000	218	0.006652832	0.010239549
56_33	9	10000001100100001111000100100010010011111111111001010001	188	0.0057373047	0.0088304368
56_33	10	11001001100100001111010100100010010101111111011001010000	180	0.0054931641	0.0084546736
56_33	11	10001001100100001111010100000010010101111111011101010000	180	0.0054931641	0.0084546736
56_33	12	11001001100100001111010100100010011101111111011101010000	176	0.0053710938	0.0082667919
56_33	13	11001001100100001111010100100110010001111111011101010000	173	0.005279541	0.0081258807
56_33	14	10001001100100000111010100100010010101111111011101010000	172	0.0052490234	0.0080789103
56_33	15	11001001100110001111010000100010010101111111011101010000	169	0.0051574707	0.0079379991
56_33	16	11001001000100001111010100100010010101111111011101110000	163	0.0049743652	0.0076561766
56_33	17	10001001100110001111010100100010010101111111011101010000	153	0.0046691895	0.0071864725
56_33	18	11000001100100001111000100100010010001111111111001010001	149	0.0045471191	0.0069985909
56_33	19	10001001100100001111010100100010011101111111011101010000	143	0.0043640137	0.0067167684
56_33	20	10001001100100001111010000100010010101111111011101010000	142	0.0043334961	0.006669798
64_34	1	0011010100010011001110101110100101101011001011011001111011100110	4878	0.17013114	0.1867892
64_34	2	0011010100010011001110101110100101001011001011011001111011100110	3347	0.1167341	0.12816389
64_34	3	0011010100010011001110101110100101101011001011011000111011100010	704	0.024553571	0.026957687
64_34	4	0011010100010011001110101111100101101011001011011001111011100110	628	0.021902902	0.024047482
64_34	5	0011010100010011001110101111100101001011001011011001111011100110	570	0.019880022	0.021826536
64_34	6	0011010100010011001110101110100101001011001011011000111011100010	476	0.016601562	0.018227073
64_34	7	0011010100010011101110101110100101001011001011011001111011100110	383	0.01335798	0.014665901
64_34	8	0011010100010011101110101110100101101011001011011001111011100110	341	0.011893136	0.01305763
64_34	9	0011010100010011001110101110100101101011001001011001111011100110	334	0.011648996	0.012789585
64_34	10	0011010100010011001110100110100101101011001011011001011011100110	283	0.0098702567	0.010836684
64_34	11	0011110100010011001110101110100101001011001011011001111011100110	282	0.0098353795	0.010798392
64_34	12	0011010100010011001110101110100101101011001011111001111011100110	280	0.009765625	0.010721807
64_34	13	0011110100010011001110101110100101101011001011011001111011100110	274	0.0095563616	0.010492054
64_34	14	0010010100010011001110101110100101101011001011011001111011100110	259	0.0090332031	0.0099176718
64_34	15	0011010100010011001110101110100101101111001011011001111011100110	251	0.0087541853	0.0096113345
64_34	16	0011010100011011001110101110100101001011001011011001111011100110	234	0.0081612723	0.0089603676
64_34	17	0011010100011011001110101110100101101011001011011001111011100110	222	0.0077427455	0.0085008616
64_34	18	0011010100010011001110101110100101001011001001011001111011100110	215	0.0074986049	0.0082328164
64_34	19	0010010100010011001110101110100101001011001011011001111011100110	205	0.0071498326	0.0078498947
64_34	20	0011010100010011001110100110100101001011001011011001011011100110	181	0.006312779	0.0069308826
40_35	1	0000110110011010000100001100100110011011	3	1.7438616e-05	0.00018731269
40_35	2	0001000110111111101100000101001110001000	3	1.7438616e-05	0.00018731269
40_35	3	0000101111101110010000110101101010001001	3	1.7438616e-05	0.00018731269
40_35	4	0001000110111110111100100001010110101101	3	1.7438616e-05	0.00018731269
40_35	5	0101000111110111111000111001000100001001	3	1.7438616e-05	0.00018731269
40_35	6	0000000011100101001111011101111110101000	2	1.1625744e-05	0.00012487512
40_35	7	0000000011110101111111011110101100111000	2	1.1625744e-05	0.00012487512
40_35	8	0000000100011000000000111001110100111000	2	1.1625744e-05	0.00012487512
40_35	9	0000000100101010011101000001001011011000	2	1.1625744e-05	0.00012487512
40_35	10	0000000110001000000100010011011011111001	2	1.1625744e-05	0.00012487512
40_35	11	0000000110001101101100101101000100101001	2	1.1625744e-05	0.00012487512
40_35	12	0000000110010011110000111101011100001000	2	1.1625744e-05	0.00012487512
40_35	13	0000000110100011111000010100010000101000	2	1.1625744e-05	0.00012487512
40_35	14	0000000110101110010111100111001110101001	2	1.1625744e-05	0.00012487512
40_35	15	0000000110110101100101111010001000011100	2	1.1625744e-05	0.00012487512
40_35	16	0000000110111101000000000111011010111001	2	1.1625744e-05	0.00012487512
40_35	17	0000000111011111010000111011101100101011	2	1.1625744e-05	0.00012487512
40_35	18	0000000111100101100110101101001000011001	2	1.1625744e-05	0.00012487512
40_35	19	0000000111100110000000111100001100011000	2	1.1625744e-05	0.00012487512
40_35	20	0000000111100111010010110001000100000000	2	1.1625744e-05	0.00012487512
48_36	1	000111011011001100010001001000101001100010111000	6	1.7863948e-05	0.00036803042
48_36	2	000111011011001100110001001000101001100010111000	5	1.4886623e-05	0.00030669202
48_36	3	000111011010001100010011000000101001101010111000	4	1.1909299e-05	0.00024535362
48_36	4	000111011011001100110001001000101001100010111001	4	1.1909299e-05	0.00024535362
48_36	5	000111011011001100110011001000101001100010111000	4	1.1909299e-05	0.00024535362
48_36	6	000111001010001101010001001000101001101010111100	3	8.9319741e-06	0.00018401521
48_36	7	000101011010001000010001001001001001101000111000	3	8.9319741e-06	0.00018401521
48_36	8	000110001010001100010001101100101011101010101100	3	8.9319741e-06	0.00018401521
48_36	9	000101011011001000010011000000101001101010111000	3	8.9319741e-06	0.00018401521
48_36	10	000111011010001100010001001000101001100010111000	3	8.9319741e-06	0.00018401521
48_36	11	000111011010001100110011001000101001100010111000	3	8.9319741e-06	0.00018401521
48_36	12	000111011010101100110011001000101001100010111000	3	8.9319741e-06	0.00018401521
48_36	13	000111011011001100110010001000101001101010111000	3	8.9319741e-06	0.00018401521
48_36	14	000111011011001100111001001000101001101010111001	3	8.9319741e-06	0.00018401521
48_36	15	000111011011101100010001001000101001101010111000	3	8.9319741e-06	0.00018401521
48_36	16	000101011011101000010001001000101001101010111001	3	8.9319741e-06	0.00018401521
48_36	17	000101011011101100010001000000001001101010111000	3	8.9319741e-06	0.00018401521
48_36	18	000111011010001100010001001000101001101010111000	3	8.9319741e-06	0.00018401521
48_36	19	000111011011101100110001001000101001101010111000	3	8.9319741e-06	0.00018401521
48_36	20	000000000010001101010011100101101000101010101100	2	5.9546494e-06	0.00012267681
48_37	1	000001111110001100000000100100001011011001110010	3	5.2315848e-05	0.00025
48_37	2	000101011110001100011110110110000001110001001010	3	5.2315848e-05	0.00025
48_37	3	000001111110101111011111100100000011110010001011	3	5.2315848e-05	0.00025
48_37	4	000011111110101100011100110110000011010001011010	3	5.2315848e-05	0.00025
48_37	5	000100011110011111011110100110011010000000001011	3	5.2315848e-05	0.00025
48_37	6	000100011111101101010101111100000010010100001010	3	5.2315848e-05	0.00025
48_37	7	000101001110011101011110100010001101100001101011	3	5.2315848e-05	0.00025
48_37	8	000101011110001101011110100100001001000101011011	3	5.2315848e-05	0.00025
48_37	9	000000000110111011011000111110001010101100000010	2	3.4877232e-05	0.00016666667
48_37	10	000000001000011101101100101110101011010000101011	2	3.4877232e-05	0.00016666667
48_37	11	000000001110101010010100101111001000000000101110	2	3.4877232e-05	0.00016666667
48_37	12	000000001110101011011000100100001001101101000110	2	3.4877232e-05	0.00016666667
48_37	13	000000001110101101001101100110110011010010101010	2	3.4877232e-05	0.00016666667
48_37	14	000000001110101101010110101010000000100000111011	2	3.4877232e-05	0.00016666667
48_37	15	000000001110111011000110110010000001100101101111	2	3.4877232e-05	0.00016666667
48_37	16	000000001110111101001110111110101110000001101010	2	3.4877232e-05	0.00016666667
48_37	17	000000001110111101010100110100000100000001011010	2	3.4877232e-05	0.00016666667
48_37	18	000000001110111111011010110100001001100000001010	2	3.4877232e-05	0.00016666667
48_37	19	000000001111101101000000111110001001101100010001	2	3.4877232e-05	0.00016666667
48_37	20	000000010110101101111100111100001001110001101011	2	3.4877232e-05	0.00016666667
56_38	1	00000000011000100110010011101100010000010000100100110101	2	4.8828125e-05	0.00025
56_38	2	00000000100000010110100011100000000000111001101101010001	2	4.8828125e-05	0.00025
56_38	3	00000000110100000001011001100100000011110010100010101101	2	4.8828125e-05	0.00025
56_38	4	00000000110101010110101011011100000001110110001011110111	2	4.8828125e-05	0.00025
56_38	5	00000001001101000110100011110000000001010010001111010001	2	4.8828125e-05	0.00025
56_38	6	00000001010011101100011111010111100101110110110110010101	2	4.8828125e-05	0.00025
56_38	7	00000001011000111011110001101000001101101100000010010101	2	4.8828125e-05	0.00025
56_38	8	00000010010100000011011101101010000011000100101011101101	2	4.8828125e-05	0.00025
56_38	9	00000010100110101001110001100111000000111100000011110001	2	4.8828125e-05	0.00025
56_38	10	00000010110010011100110011010110000000110100000011100001	2	4.8828125e-05	0.00025
56_38	11	00000011101101100011010011110110000110111101001110111011	2	4.8828125e-05	0.00025
56_38	12	00000011101110101100101011111000001100111110000111110101	2	4.8828125e-05	0.00025
56_38	13	00000100001010100101000010101010001001011100100111110001	2	4.8828125e-05	0.00025
56_38	14	00000100001100101101111011111100010101111011000101010111	2	4.8828125e-05	0.00025
56_38	15	00000100010010100000110101100010110001011110101111100001	2	4.8828125e-05	0.00025
56_38	16	00000100011000000000001101010010001001110000001110100001	2	4.8828125e-05	0.00025
56_38	17	00000100100101000011001101110101001111001100100000001001	2	4.8828125e-05	0.00025
56_38	18	00000100101000000011110001101010000111101000000100010001	2	4.8828125e-05	0.00025
56_38	19	00000100101001010110100010111001010001010010101101000101	2	4.8828125e-05	0.00025
56_38	20	00000100101001100011010101010111010101011011010110010001	2	4.8828125e-05	0.00025
56_39	1	10010111001101011101101111010111110000110000101001010000	6	0.00014648437	0.00073430425
56_39	2	10010111101101010101101111010110110100110000111001010000	6	0.00014648437	0.00073430425
56_39	3	10010111001101010101101111010110110100110000101001010000	5	0.00012207031	0.00061192021
56_39	4	10010111001101011101101111010100110100110000111001010000	5	0.00012207031	0.00061192021
56_39	5	10000111001101010101111111010110110101110000111001010000	5	0.00012207031	0.00061192021
56_39	6	10000111101101010101101111010110110100110000111001010000	5	0.00012207031	0.00061192021
56_39	7	10010111001101010101111111010110110101110000111001010000	5	0.00012207031	0.00061192021
56_39	8	10010111001101010101101111010110110110110000111001010010	4	9.765625e-05	0.00048953616
56_39	9	10010111101000010101111111010110111110110001111001010000	4	9.765625e-05	0.00048953616
56_39	10	10010111101100010101111111010111110100110001111001010000	4	9.765625e-05	0.00048953616
56_39	11	10010111101101000101101111010110011100110000101001000000	4	9.765625e-05	0.00048953616
56_39	12	10010111101101011101111111010111110100110000101001010000	4	9.765625e-05	0.00048953616
56_39	13	10011111101101010101101111010111110111010000101001000000	4	9.765625e-05	0.00048953616
56_39	14	10011111101101010101111111010110110100110001101001010000	4	9.765625e-05	0.00048953616
56_39	15	10000111101101010101111101010110110100110000101001010000	4	9.765625e-05	0.00048953616
56_39	16	10010111001101010101111111010110110100110000101001010000	4	9.765625e-05	0.00048953616
56_39	17	10011111101101010101111111010110111101110000101001010000	4	9.765625e-05	0.00048953616
56_39	18	10010111101101010101111111010110110101110000111001010000	4	9.765625e-05	0.00048953616
