129,10001000,original,6,0.0008913336213883299,6,0.00014855560356472164,0,temporal_ensemble.runs[0].peak_extraction.candidates[59].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[59].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[59].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[59].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[59].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[59].bitstring_original_order
130,00010001,site,6,0.0008913336213883299,6,0.00014855560356472164,0,temporal_ensemble.runs[0].peak_extraction.candidates[59].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[59].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[59].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[59].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[59].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[59].site_bitstring
131,11101011,site,6,0.0007154864314112276,6,0.00011924773856853793,0,temporal_ensemble.runs[0].peak_extraction.candidates[60].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[60].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[60].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[60].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[60].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[60].site_bitstring
132,11010111,original,6,0.0007154864314112276,6,0.00011924773856853793,0,temporal_ensemble.runs[0].peak_extraction.candidates[60].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[60].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[60].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[60].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[60].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[60].bitstring_original_order
133,10010001,site,6,0.0005920235637113735,6,9.867059395189558e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[61].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[61].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[61].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[61].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[61].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[61].site_bitstring
134,10001001,original,6,0.0005920235637113735,6,9.867059395189558e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[61].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[61].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[61].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[61].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[61].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[61].bitstring_original_order
135,10110000,original,6,0.000578083416209785,6,9.634723603496417e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[62].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[62].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[62].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[62].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[62].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[62].bitstring_original_order
136,00001101,site,6,0.000578083416209785,6,9.634723603496417e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[62].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[62].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[62].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[62].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[62].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[62].site_bitstring
137,10000010,original,6,0.0005779871263972111,6,9.633118773286853e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[63].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[63].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[63].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[63].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[63].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[63].bitstring_original_order
138,01000001,site,6,0.0005779871263972111,6,9.633118773286853e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[63].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[63].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[63].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[63].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[63].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[63].site_bitstring
139,11110011,original,6,0.0004671557477174304,6,7.78592912862384e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[64].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[64].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[64].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[64].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[64].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[64].bitstring_original_order
140,11001111,site,6,0.0004671557477174304,6,7.78592912862384e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[64].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[64].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[64].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[64].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[64].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[64].site_bitstring
141,10100110,original,6,0.0003840398007351351,6,6.400663345585585e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[65].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[65].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[65].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[65].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[65].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[65].bitstring_original_order
142,01100101,site,6,0.0003840398007351351,6,6.400663345585585e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[65].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[65].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[65].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[65].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[65].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[65].site_bitstring
143,11111010,original,6,0.000373954774937846,6,6.232579582297433e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[66].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[66].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[66].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[66].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[66].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[66].bitstring_original_order
144,01011111,site,6,0.000373954774937846,6,6.232579582297433e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[66].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[66].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[66].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[66].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[66].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[66].site_bitstring
145,11110111,original,6,0.00030024974735912683,6,5.0041624559854474e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[67].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[67].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[67].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[67].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[67].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[67].bitstring_original_order
146,11101111,site,6,0.00030024974735912683,6,5.0041624559854474e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[67].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[67].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[67].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[67].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[67].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[67].site_bitstring
147,11111011,original,6,0.000293761700238574,6,4.896028337309567e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[68].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[68].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[68].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[68].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[68].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[68].bitstring_original_order
148,11011111,site,6,0.000293761700238574,6,4.896028337309567e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[68].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[68].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[68].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[68].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[68].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[68].site_bitstring
149,11100011,original,6,0.00026961223913932674,6,4.493537318988779e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[69].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[69].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[69].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[69].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[69].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[69].bitstring_original_order
150,11000111,site,6,0.00026961223913932674,6,4.493537318988779e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[69].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[69].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[69].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[69].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[69].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[69].site_bitstring
151,11101110,original,6,0.00024236752356213815,6,4.039458726035636e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[70].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[70].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[70].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[70].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[70].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[70].bitstring_original_order
152,01110111,site,6,0.00024236752356213815,6,4.039458726035636e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[70].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[70].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[70].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[70].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[70].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[70].site_bitstring
153,11011110,original,6,0.0002352193509751205,6,3.920322516252008e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[71].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[71].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[71].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[71].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[71].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[71].bitstring_original_order
154,01111011,site,6,0.0002352193509751205,6,3.920322516252008e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[71].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[71].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[71].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[71].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[71].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[71].site_bitstring
155,10000001,original,6,0.0002090157574942362,6,3.48359595823727e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[72].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[72].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[72].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[72].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[72].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[72].bitstring_original_order
156,10000001,site,6,0.0002090157574942362,6,3.48359595823727e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[72].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[72].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[72].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[72].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[72].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[72].site_bitstring
157,11110111,site,6,0.00019039279767469204,6,3.173213294578201e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[73].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[73].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[73].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[73].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[73].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[73].site_bitstring
158,11101111,original,6,0.00019039279767469204,6,3.173213294578201e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[73].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[73].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[73].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[73].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[73].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[73].bitstring_original_order
159,11111011,site,6,0.00018477752151433252,6,3.0796253585722084e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[74].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[74].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[74].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[74].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[74].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[74].site_bitstring
160,11011111,original,6,0.00018477752151433252,6,3.0796253585722084e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[74].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[74].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[74].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[74].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[74].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[74].bitstring_original_order
161,10100101,original,6,0.00013887916562941845,6,2.3146527604903073e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[75].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[75].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[75].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[75].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[75].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[75].bitstring_original_order
162,10100101,site,6,0.00013887916562941845,6,2.3146527604903073e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[75].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[75].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[75].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[75].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[75].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[75].site_bitstring
163,11101100,site,6,0.00012011462010246303,6,2.0019103350410504e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[76].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[76].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[76].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[76].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[76].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[76].site_bitstring
164,00110111,original,6,0.00012011462010246303,6,2.0019103350410504e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[76].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[76].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[76].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[76].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[76].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[76].bitstring_original_order
165,11000110,original,6,0.00012008787034488156,6,2.0014645057480262e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[77].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[77].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[77].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[77].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[77].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[77].bitstring_original_order
166,01100011,site,6,0.00012008787034488156,6,2.0014645057480262e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[77].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[77].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[77].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[77].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[77].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[77].site_bitstring
167,11000010,original,6,9.95226684336792e-05,6,1.65871114056132e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[78].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[78].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[78].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[78].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[78].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[78].bitstring_original_order
168,01000011,site,6,9.95226684336792e-05,6,1.65871114056132e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[78].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[78].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[78].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[78].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[78].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[78].site_bitstring
169,11111110,original,6,8.868805844213041e-05,6,1.4781343073688402e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[79].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[79].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[79].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[79].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[79].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[79].bitstring_original_order
170,01111111,site,6,8.868805844213041e-05,6,1.4781343073688402e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[79].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[79].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[79].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[79].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[79].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[79].site_bitstring
171,10000000,original,6,7.89952226984988e-05,6,1.31658704497498e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[80].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[80].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[80].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[80].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[80].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[80].bitstring_original_order
172,00000001,site,6,7.89952226984988e-05,6,1.31658704497498e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[80].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[80].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[80].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[80].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[80].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[80].site_bitstring
173,11001010,original,6,7.132359309300327e-05,6,1.1887265515500545e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[81].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[81].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[81].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[81].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[81].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[81].bitstring_original_order
174,01010011,site,6,7.132359309300327e-05,6,1.1887265515500545e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[81].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[81].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[81].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[81].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[81].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[81].site_bitstring
175,11111111,original,6,6.966926640567289e-05,6,1.1611544400945481e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[82].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[82].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[82].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[82].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[82].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[82].bitstring_original_order
176,11111111,site,6,6.966926640567289e-05,6,1.1611544400945481e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[82].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[82].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[82].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[82].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[82].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[82].site_bitstring
177,11000100,site,6,6.776001264008604e-05,6,1.1293335440014341e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[83].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[83].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[83].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[83].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[83].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[83].site_bitstring
178,00100011,original,6,6.776001264008604e-05,6,1.1293335440014341e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[83].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[83].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[83].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[83].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[83].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[83].bitstring_original_order
179,11010010,original,6,6.352158863321814e-05,6,1.058693143886969e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[84].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[84].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[84].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[84].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[84].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[84].bitstring_original_order
180,01001011,site,6,6.352158863321814e-05,6,1.058693143886969e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[84].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[84].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[84].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[84].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[84].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[84].site_bitstring
181,01011100,site,6,6.237107407435524e-05,6,1.039517901239254e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[85].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[85].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[85].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[85].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[85].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[85].site_bitstring
182,00111010,original,6,6.237107407435524e-05,6,1.039517901239254e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[85].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[85].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[85].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[85].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[85].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[85].bitstring_original_order
