rank,bitstring,order,observation_count,probability_sum,probability_count,mean_probability,sample_count_sum,sources
140,11110011,original,6,0.0004671557477174768,6,7.785929128624614e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[64].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[64].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[64].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[64].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[64].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[64].bitstring_original_order
141,11001111,site,6,0.0004671557477174768,6,7.785929128624614e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[64].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[64].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[64].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[64].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[64].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[64].site_bitstring
142,10100110,original,6,0.0003840398007352442,6,6.400663345587403e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[65].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[65].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[65].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[65].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[65].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[65].bitstring_original_order
143,01100101,site,6,0.0003840398007352442,6,6.400663345587403e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[65].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[65].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[65].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[65].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[65].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[65].site_bitstring
144,11111010,original,6,0.00037395477493789816,6,6.232579582298303e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[66].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[66].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[66].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[66].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[66].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[66].bitstring_original_order
145,01011111,site,6,0.00037395477493789816,6,6.232579582298303e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[66].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[66].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[66].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[66].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[66].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[66].site_bitstring
146,11110111,original,6,0.0003002497473591422,6,5.004162455985703e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[67].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[67].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[67].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[67].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[67].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[67].bitstring_original_order
147,11101111,site,6,0.0003002497473591422,6,5.004162455985703e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[67].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[67].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[67].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[67].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[67].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[67].site_bitstring
148,11111011,original,6,0.0002937617002386181,6,4.896028337310302e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[68].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[68].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[68].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[68].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[68].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[68].bitstring_original_order
149,11011111,site,6,0.0002937617002386181,6,4.896028337310302e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[68].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[68].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[68].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[68].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[68].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[68].site_bitstring
150,11100011,original,6,0.0002696122391393263,6,4.493537318988772e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[69].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[69].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[69].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[69].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[69].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[69].bitstring_original_order
151,11000111,site,6,0.0002696122391393263,6,4.493537318988772e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[69].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[69].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[69].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[69].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[69].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[69].site_bitstring
152,11101110,original,6,0.00024236752356214194,6,4.039458726035699e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[70].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[70].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[70].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[70].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[70].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[70].bitstring_original_order
153,01110111,site,6,0.00024236752356214194,6,4.039458726035699e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[70].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[70].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[70].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[70].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[70].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[70].site_bitstring
154,11011110,original,6,0.00023521935097510304,6,3.9203225162517175e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[71].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[71].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[71].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[71].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[71].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[71].bitstring_original_order
155,01111011,site,6,0.00023521935097510304,6,3.9203225162517175e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[71].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[71].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[71].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[71].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[71].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[71].site_bitstring
156,10000001,original,6,0.00020901575749424762,6,3.48359595823746e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[72].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[72].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[72].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[72].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[72].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[72].bitstring_original_order
157,10000001,site,6,0.00020901575749424762,6,3.48359595823746e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[72].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[72].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[72].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[72].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[72].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[72].site_bitstring
158,11110111,site,6,0.00019039279767469719,6,3.173213294578286e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[73].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[73].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[73].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[73].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[73].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[73].site_bitstring
159,11101111,original,6,0.00019039279767469719,6,3.173213294578286e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[73].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[73].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[73].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[73].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[73].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[73].bitstring_original_order
160,11111011,site,6,0.00018477752151432124,6,3.0796253585720207e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[74].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[74].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[74].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[74].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[74].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[74].site_bitstring
161,11011111,original,6,0.00018477752151432124,6,3.0796253585720207e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[74].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[74].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[74].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[74].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[74].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[74].bitstring_original_order
162,10100101,original,6,0.0001388791656294562,6,2.314652760490937e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[75].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[75].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[75].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[75].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[75].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[75].bitstring_original_order
163,10100101,site,6,0.0001388791656294562,6,2.314652760490937e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[75].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[75].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[75].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[75].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[75].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[75].site_bitstring
164,11101100,site,6,0.00012011462010246347,6,2.001910335041058e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[76].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[76].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[76].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[76].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[76].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[76].site_bitstring
165,00110111,original,6,0.00012011462010246347,6,2.001910335041058e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[76].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[76].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[76].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[76].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[76].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[76].bitstring_original_order
166,11000110,original,6,0.00012008787034489953,6,2.0014645057483257e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[77].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[77].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[77].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[77].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[77].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[77].bitstring_original_order
167,01100011,site,6,0.00012008787034489953,6,2.0014645057483257e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[77].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[77].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[77].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[77].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[77].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[77].site_bitstring
168,11000010,original,6,9.952266843369362e-05,6,1.6587111405615604e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[78].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[78].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[78].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[78].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[78].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[78].bitstring_original_order
169,01000011,site,6,9.952266843369362e-05,6,1.6587111405615604e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[78].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[78].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[78].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[78].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[78].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[78].site_bitstring
170,11111110,original,6,8.868805844214642e-05,6,1.478134307369107e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[79].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[79].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[79].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[79].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[79].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[79].bitstring_original_order
171,01111111,site,6,8.868805844214642e-05,6,1.478134307369107e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[79].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[79].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[79].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[79].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[79].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[79].site_bitstring
172,10000000,original,6,7.899522269850342e-05,6,1.316587044975057e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[80].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[80].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[80].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[80].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[80].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[80].bitstring_original_order
173,00000001,site,6,7.899522269850342e-05,6,1.316587044975057e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[80].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[80].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[80].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[80].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[80].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[80].site_bitstring
174,11001010,original,6,7.132359309300924e-05,6,1.1887265515501541e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[81].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[81].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[81].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[81].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[81].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[81].bitstring_original_order
175,01010011,site,6,7.132359309300924e-05,6,1.1887265515501541e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[81].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[81].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[81].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[81].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[81].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[81].site_bitstring
176,11111111,original,6,6.966926640568633e-05,6,1.1611544400947722e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[82].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[82].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[82].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[82].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[82].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[82].bitstring_original_order
177,11111111,site,6,6.966926640568633e-05,6,1.1611544400947722e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[82].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[82].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[82].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[82].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[82].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[82].site_bitstring
178,11000100,site,6,6.776001264008569e-05,6,1.1293335440014282e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[83].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[83].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[83].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[83].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[83].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[83].site_bitstring
179,00100011,original,6,6.776001264008569e-05,6,1.1293335440014282e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[83].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[83].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[83].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[83].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[83].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[83].bitstring_original_order
180,11010010,original,6,6.35215886332177e-05,6,1.0586931438869615e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[84].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[84].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[84].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[84].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[84].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[84].bitstring_original_order
181,01001011,site,6,6.35215886332177e-05,6,1.0586931438869615e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[84].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[84].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[84].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[84].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[84].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[84].site_bitstring
182,01011100,site,6,6.237107407435397e-05,6,1.0395179012392328e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[85].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[85].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[85].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[85].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[85].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[85].site_bitstring
183,00111010,original,6,6.237107407435397e-05,6,1.0395179012392328e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[85].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[85].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[85].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[85].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[85].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[85].bitstring_original_order
184,01001000,site,6,6.080970176618322e-05,6,1.013495029436387e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[86].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[86].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[86].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[86].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[86].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[86].site_bitstring
185,00010010,original,6,6.080970176618322e-05,6,1.013495029436387e-05,0,temporal_ensemble.runs[0].peak_extraction.candidates[86].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[86].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[86].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[86].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[86].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[86].bitstring_original_order
186,11010011,site,6,5.602853975486549e-05,6,9.338089959144249e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[87].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[87].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[87].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[87].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[87].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[87].site_bitstring
187,11001011,original,6,5.602853975486549e-05,6,9.338089959144249e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[87].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[87].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[87].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[87].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[87].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[87].bitstring_original_order
188,10100100,original,6,5.248786382712397e-05,6,8.74797730452066e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[88].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[88].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[88].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[88].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[88].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[88].bitstring_original_order
189,00100101,site,6,5.248786382712397e-05,6,8.74797730452066e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[88].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[88].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[88].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[88].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[88].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[88].site_bitstring
190,11011100,site,6,4.899585188833e-05,6,8.165975314721667e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[89].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[89].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[89].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[89].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[89].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[89].site_bitstring
191,00111011,original,6,4.899585188833e-05,6,8.165975314721667e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[89].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[89].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[89].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[89].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[89].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[89].bitstring_original_order
192,11010110,original,6,4.5612164829630166e-05,6,7.602027471605028e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[90].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[90].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[90].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[90].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[90].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[90].bitstring_original_order
193,01101011,site,6,4.5612164829630166e-05,6,7.602027471605028e-06,0,temporal_ensemble.runs[0].peak_extraction.candidates[90].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[90].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[90].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[90].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[90].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[90].site_bitstring
